Decade,Year,Sex,Rank,Name,Count,Data_Revision_Date
60s,1960,Female,1,susan,3299,11/7/2022
60s,1960,Female,2,mary,3248,11/7/2022
60s,1960,Female,3,karen,3156,11/7/2022
60s,1960,Female,4,cynthia,2982,11/7/2022
60s,1960,Female,5,lisa,2839,11/7/2022
60s,1960,Female,6,linda,2807,11/7/2022
60s,1960,Female,7,debra,2692,11/7/2022
60s,1960,Female,8,patricia,2668,11/7/2022
60s,1960,Female,9,deborah,2490,11/7/2022
60s,1960,Female,10,sandra,2404,11/7/2022
60s,1960,Female,11,laura,2032,11/7/2022
60s,1960,Female,12,elizabeth,1905,11/7/2022
60s,1960,Female,13,pamela,1839,11/7/2022
60s,1960,Female,14,donna,1820,11/7/2022
60s,1960,Female,15,kathleen,1772,11/7/2022
60s,1960,Female,16,lori,1746,11/7/2022
60s,1960,Female,17,kimberly,1710,11/7/2022
60s,1960,Female,18,teresa,1709,11/7/2022
60s,1960,Female,19,julie,1665,11/7/2022
60s,1960,Female,20,cheryl,1639,11/7/2022
60s,1960,Female,21,barbara,1605,11/7/2022
60s,1960,Female,22,nancy,1569,11/7/2022
60s,1960,Female,23,denise,1501,11/7/2022
60s,1960,Female,24,christine,1410,11/7/2022
60s,1960,Female,25,carol,1322,11/7/2022
60s,1960,Male,1,michael,8770,11/7/2022
60s,1960,Male,2,david,8033,11/7/2022
60s,1960,Male,3,robert,6798,11/7/2022
60s,1960,Male,4,john,6308,11/7/2022
60s,1960,Male,5,james,5900,11/7/2022
60s,1960,Male,6,mark,5389,11/7/2022
60s,1960,Male,7,richard,4436,11/7/2022
60s,1960,Male,8,steven,4310,11/7/2022
60s,1960,Male,9,william,3943,11/7/2022
60s,1960,Male,10,daniel,3081,11/7/2022
60s,1960,Male,11,thomas,2978,11/7/2022
60s,1960,Male,12,jeffrey,2940,11/7/2022
60s,1960,Male,13,timothy,2695,11/7/2022
60s,1960,Male,14,kenneth,2563,11/7/2022
60s,1960,Male,15,ronald,2477,11/7/2022
60s,1960,Male,16,kevin,2325,11/7/2022
60s,1960,Male,17,gregory,2266,11/7/2022
60s,1960,Male,18,joseph,2178,11/7/2022
60s,1960,Male,19,charles,2172,11/7/2022
60s,1960,Male,20,donald,2162,11/7/2022
60s,1960,Male,21,paul,2136,11/7/2022
60s,1960,Male,22,brian,1968,11/7/2022
60s,1960,Male,23,christopher,1951,11/7/2022
60s,1960,Male,24,anthony,1906,11/7/2022
60s,1960,Male,25,scott,1893,11/7/2022
60s,1961,Female,1,lisa,3497,11/7/2022
60s,1961,Female,2,susan,3221,11/7/2022
60s,1961,Female,3,karen,2985,11/7/2022
60s,1961,Female,4,mary,2973,11/7/2022
60s,1961,Female,5,cynthia,2832,11/7/2022
60s,1961,Female,6,linda,2674,11/7/2022
60s,1961,Female,7,patricia,2522,11/7/2022
60s,1961,Female,8,deborah,2495,11/7/2022
60s,1961,Female,9,sandra,2483,11/7/2022
60s,1961,Female,10,debra,2211,11/7/2022
60s,1961,Female,11,laura,2073,11/7/2022
60s,1961,Female,12,elizabeth,2043,11/7/2022
60s,1961,Female,13,julie,1895,11/7/2022
60s,1961,Female,14,lori,1881,11/7/2022
60s,1961,Female,15,kimberly,1850,11/7/2022
60s,1961,Female,16,kathleen,1842,11/7/2022
60s,1961,Female,17,pamela,1778,11/7/2022
60s,1961,Female,18,teresa,1690,11/7/2022
60s,1961,Female,19,donna,1639,11/7/2022
60s,1961,Female,20,christine,1628,11/7/2022
60s,1961,Female,21,cheryl,1582,11/7/2022
60s,1961,Female,22,denise,1532,11/7/2022
60s,1961,Female,23,nancy,1517,11/7/2022
60s,1961,Female,24,barbara,1494,11/7/2022
60s,1961,Female,25,robin,1378,11/7/2022
60s,1961,Male,1,michael,9444,11/7/2022
60s,1961,Male,2,david,8353,11/7/2022
60s,1961,Male,3,robert,7054,11/7/2022
60s,1961,Male,4,john,6751,11/7/2022
60s,1961,Male,5,james,6055,11/7/2022
60s,1961,Male,6,mark,5339,11/7/2022
60s,1961,Male,7,steven,4211,11/7/2022
60s,1961,Male,8,richard,4186,11/7/2022
60s,1961,Male,9,william,3763,11/7/2022
60s,1961,Male,10,daniel,3212,11/7/2022
60s,1961,Male,11,jeffrey,3118,11/7/2022
60s,1961,Male,12,thomas,2991,11/7/2022
60s,1961,Male,13,kenneth,2534,11/7/2022
60s,1961,Male,14,ronald,2515,11/7/2022
60s,1961,Male,15,kevin,2449,11/7/2022
60s,1961,Male,16,timothy,2405,11/7/2022
60s,1961,Male,17,gregory,2364,11/7/2022
60s,1961,Male,18,christopher,2266,11/7/2022
60s,1961,Male,19,joseph,2234,11/7/2022
60s,1961,Male,20,charles,2172,11/7/2022
60s,1961,Male,21,paul,2162,11/7/2022
60s,1961,Male,22,donald,2146,11/7/2022
60s,1961,Male,23,scott,2117,11/7/2022
60s,1961,Male,24,brian,2026,11/7/2022
60s,1961,Male,25,anthony,1999,11/7/2022
60s,1962,Female,1,lisa,3698,11/7/2022
60s,1962,Female,2,susan,3088,11/7/2022
60s,1962,Female,3,karen,2935,11/7/2022
60s,1962,Female,4,mary,2924,11/7/2022
60s,1962,Female,5,cynthia,2850,11/7/2022
60s,1962,Female,6,deborah,2540,11/7/2022
60s,1962,Female,7,linda,2418,11/7/2022
60s,1962,Female,8,patricia,2302,11/7/2022
60s,1962,Female,9,kimberly,2223,11/7/2022
60s,1962,Female,10,sandra,2157,11/7/2022
60s,1962,Female,11,debra,2109,11/7/2022
60s,1962,Female,12,laura,1995,11/7/2022
60s,1962,Female,13,julie,1897,11/7/2022
60s,1962,Female,14,elizabeth,1810,11/7/2022
60s,1962,Female,15,lori,1802,11/7/2022
60s,1962,Female,16,pamela,1751,11/7/2022
60s,1962,Female,17,christine,1732,11/7/2022
60s,1962,Female,18,kathleen,1701,11/7/2022
60s,1962,Female,19,teresa,1680,11/7/2022
60s,1962,Female,20,donna,1654,11/7/2022
60s,1962,Female,21,denise,1480,11/7/2022
60s,1962,Female,22,kelly,1461,11/7/2022
60s,1962,Female,23,cheryl,1438,11/7/2022
60s,1962,Female,24,barbara,1398,11/7/2022
60s,1962,Female,25,michelle,1383,11/7/2022
60s,1962,Male,1,michael,9336,11/7/2022
60s,1962,Male,2,david,8059,11/7/2022
60s,1962,Male,3,robert,7031,11/7/2022
60s,1962,Male,4,john,6612,11/7/2022
60s,1962,Male,5,james,5863,11/7/2022
60s,1962,Male,6,mark,4911,11/7/2022
60s,1962,Male,7,richard,4340,11/7/2022
60s,1962,Male,8,steven,3914,11/7/2022
60s,1962,Male,9,william,3727,11/7/2022
60s,1962,Male,10,jeffrey,3389,11/7/2022
60s,1962,Male,11,daniel,3049,11/7/2022
60s,1962,Male,12,thomas,2902,11/7/2022
60s,1962,Male,13,scott,2753,11/7/2022
60s,1962,Male,14,kenneth,2587,11/7/2022
60s,1962,Male,15,gregory,2548,11/7/2022
60s,1962,Male,16,kevin,2429,11/7/2022
60s,1962,Male,17,ronald,2426,11/7/2022
60s,1962,Male,18,joseph,2387,11/7/2022
60s,1962,Male,19,timothy,2345,11/7/2022
60s,1962,Male,20,christopher,2219,11/7/2022
60s,1962,Male,21,paul,2157,11/7/2022
60s,1962,Male,22,charles,2077,11/7/2022
60s,1962,Male,23,brian,2061,11/7/2022
60s,1962,Male,24,anthony,2001,11/7/2022
60s,1962,Male,25,donald,1929,11/7/2022
60s,1963,Female,1,lisa,4661,11/7/2022
60s,1963,Female,2,susan,2920,11/7/2022
60s,1963,Female,3,mary,2788,11/7/2022
60s,1963,Female,4,karen,2723,11/7/2022
60s,1963,Female,5,cynthia,2559,11/7/2022
60s,1963,Female,6,deborah,2407,11/7/2022
60s,1963,Female,7,patricia,2269,11/7/2022
60s,1963,Female,8,kimberly,2254,11/7/2022
60s,1963,Female,9,linda,2144,11/7/2022
60s,1963,Female,10,laura,2141,11/7/2022
60s,1963,Female,11,sandra,2113,11/7/2022
60s,1963,Female,12,christine,2019,11/7/2022
60s,1963,Female,13,elizabeth,1929,11/7/2022
60s,1963,Female,14,julie,1847,11/7/2022
60s,1963,Female,15,lori,1823,11/7/2022
60s,1963,Female,16,debra,1804,11/7/2022
60s,1963,Female,17,teresa,1673,11/7/2022
60s,1963,Female,18,pamela,1656,11/7/2022
60s,1963,Female,19,kathleen,1582,11/7/2022
60s,1963,Female,20,kelly,1559,11/7/2022
60s,1963,Female,21,maria,1513,11/7/2022
60s,1963,Female,22,donna,1510,11/7/2022
60s,1963,Female,23,denise,1487,11/7/2022
60s,1963,Female,24,michelle,1486,11/7/2022
60s,1963,Female,25,jennifer,1404,11/7/2022
60s,1963,Male,1,michael,9136,11/7/2022
60s,1963,Male,2,david,7692,11/7/2022
60s,1963,Male,3,robert,7132,11/7/2022
60s,1963,Male,4,john,6978,11/7/2022
60s,1963,Male,5,james,5793,11/7/2022
60s,1963,Male,6,mark,4651,11/7/2022
60s,1963,Male,7,richard,4568,11/7/2022
60s,1963,Male,8,steven,3759,11/7/2022
60s,1963,Male,9,william,3662,11/7/2022
60s,1963,Male,10,jeffrey,3213,11/7/2022
60s,1963,Male,11,daniel,3131,11/7/2022
60s,1963,Male,12,thomas,2850,11/7/2022
60s,1963,Male,13,scott,2682,11/7/2022
60s,1963,Male,14,kevin,2664,11/7/2022
60s,1963,Male,15,kenneth,2512,11/7/2022
60s,1963,Male,16,gregory,2494,11/7/2022
60s,1963,Male,17,ronald,2422,11/7/2022
60s,1963,Male,18,joseph,2344,11/7/2022
60s,1963,Male,19,christopher,2313,11/7/2022
60s,1963,Male,20,paul,2312,11/7/2022
60s,1963,Male,21,timothy,2288,11/7/2022
60s,1963,Male,22,brian,2264,11/7/2022
60s,1963,Male,23,charles,2103,11/7/2022
60s,1963,Male,24,anthony,2063,11/7/2022
60s,1963,Male,25,donald,1851,11/7/2022
60s,1964,Female,1,lisa,4541,11/7/2022
60s,1964,Female,2,mary,2892,11/7/2022
60s,1964,Female,3,kimberly,2556,11/7/2022
60s,1964,Female,4,susan,2535,11/7/2022
60s,1964,Female,5,karen,2495,11/7/2022
60s,1964,Female,6,cynthia,2451,11/7/2022
60s,1964,Female,7,patricia,2363,11/7/2022
60s,1964,Female,8,christine,2352,11/7/2022
60s,1964,Female,9,deborah,2232,11/7/2022
60s,1964,Female,10,laura,2155,11/7/2022
60s,1964,Female,11,sandra,1926,11/7/2022
60s,1964,Female,12,elizabeth,1843,11/7/2022
60s,1964,Female,13,julie,1827,11/7/2022
60s,1964,Female,14,linda,1785,11/7/2022
60s,1964,Female,15,michelle,1637,11/7/2022
60s,1964,Female,16,maria,1527,11/7/2022
60s,1964,Female,17,jennifer,1520,11/7/2022
60s,1964,Female,18,denise,1507,11/7/2022
60s,1964,Female,19,debra,1490,11/7/2022
60s,1964,Female,20,pamela,1458,11/7/2022
60s,1964,Female,21,kathleen,1456,11/7/2022
60s,1964,Female,22,teresa,1422,11/7/2022
60s,1964,Female,23,kelly,1415,11/7/2022
60s,1964,Female,24,lori,1387,11/7/2022
60s,1964,Female,25,donna,1377,11/7/2022
60s,1964,Male,1,michael,8899,11/7/2022
60s,1964,Male,2,david,7495,11/7/2022
60s,1964,Male,3,john,7195,11/7/2022
60s,1964,Male,4,robert,7108,11/7/2022
60s,1964,Male,5,james,5946,11/7/2022
60s,1964,Male,6,richard,4368,11/7/2022
60s,1964,Male,7,mark,3978,11/7/2022
60s,1964,Male,8,william,3615,11/7/2022
60s,1964,Male,9,steven,3605,11/7/2022
60s,1964,Male,10,daniel,2940,11/7/2022
60s,1964,Male,11,jeffrey,2912,11/7/2022
60s,1964,Male,12,thomas,2733,11/7/2022
60s,1964,Male,13,kevin,2542,11/7/2022
60s,1964,Male,14,kenneth,2464,11/7/2022
60s,1964,Male,15,joseph,2414,11/7/2022
60s,1964,Male,16,paul,2408,11/7/2022
60s,1964,Male,17,scott,2336,11/7/2022
60s,1964,Male,18,christopher,2293,11/7/2022
60s,1964,Male,18,timothy,2293,11/7/2022
60s,1964,Male,20,ronald,2225,11/7/2022
60s,1964,Male,21,gregory,2224,11/7/2022
60s,1964,Male,22,brian,2083,11/7/2022
60s,1964,Male,23,anthony,1970,11/7/2022
60s,1964,Male,24,charles,1880,11/7/2022
60s,1964,Male,25,eric,1878,11/7/2022
60s,1965,Female,1,lisa,4629,11/7/2022
60s,1965,Female,2,kimberly,2822,11/7/2022
60s,1965,Female,3,karen,2633,11/7/2022
60s,1965,Female,4,christine,2462,11/7/2022
60s,1965,Female,5,mary,2293,11/7/2022
60s,1965,Female,6,cynthia,2200,11/7/2022
60s,1965,Female,7,patricia,2160,11/7/2022
60s,1965,Female,8,susan,1968,11/7/2022
60s,1965,Female,9,deborah,1867,11/7/2022
60s,1965,Female,10,julie,1829,11/7/2022
60s,1965,Female,11,elizabeth,1812,11/7/2022
60s,1965,Female,12,laura,1756,11/7/2022
60s,1965,Female,13,michelle,1704,11/7/2022
60s,1965,Female,14,jennifer,1650,11/7/2022
60s,1965,Female,15,sandra,1638,11/7/2022
60s,1965,Female,16,linda,1598,11/7/2022
60s,1965,Female,17,maria,1511,11/7/2022
60s,1965,Female,18,denise,1380,11/7/2022
60s,1965,Female,19,kelly,1368,11/7/2022
60s,1965,Female,20,debra,1303,11/7/2022
60s,1965,Female,21,teresa,1274,11/7/2022
60s,1965,Female,22,donna,1263,11/7/2022
60s,1965,Female,23,kathleen,1211,11/7/2022
60s,1965,Female,24,tracy,1198,11/7/2022
60s,1965,Female,25,pamela,1157,11/7/2022
60s,1965,Male,1,michael,8632,11/7/2022
60s,1965,Male,2,david,6816,11/7/2022
60s,1965,Male,3,robert,6352,11/7/2022
60s,1965,Male,4,john,6244,11/7/2022
60s,1965,Male,5,james,5558,11/7/2022
60s,1965,Male,6,richard,4114,11/7/2022
60s,1965,Male,7,mark,3433,11/7/2022
60s,1965,Male,8,steven,3362,11/7/2022
60s,1965,Male,9,william,3158,11/7/2022
60s,1965,Male,10,daniel,2980,11/7/2022
60s,1965,Male,11,jeffrey,2732,11/7/2022
60s,1965,Male,12,christopher,2645,11/7/2022
60s,1965,Male,13,thomas,2476,11/7/2022
60s,1965,Male,14,timothy,2431,11/7/2022
60s,1965,Male,15,joseph,2343,11/7/2022
60s,1965,Male,16,kevin,2299,11/7/2022
60s,1965,Male,17,paul,2281,11/7/2022
60s,1965,Male,18,kenneth,2209,11/7/2022
60s,1965,Male,19,brian,2162,11/7/2022
60s,1965,Male,20,eric,2155,11/7/2022
60s,1965,Male,21,scott,2054,11/7/2022
60s,1965,Male,22,ronald,2023,11/7/2022
60s,1965,Male,23,anthony,2017,11/7/2022
60s,1965,Male,24,gregory,1902,11/7/2022
60s,1965,Male,25,charles,1714,11/7/2022
60s,1966,Female,1,lisa,4672,11/7/2022
60s,1966,Female,2,michelle,3053,11/7/2022
60s,1966,Female,3,kimberly,2990,11/7/2022
60s,1966,Female,4,christine,2481,11/7/2022
60s,1966,Female,5,karen,1983,11/7/2022
60s,1966,Female,6,cynthia,1940,11/7/2022
60s,1966,Female,7,mary,1924,11/7/2022
60s,1966,Female,8,jennifer,1852,11/7/2022
60s,1966,Female,9,susan,1789,11/7/2022
60s,1966,Female,10,patricia,1757,11/7/2022
60s,1966,Female,11,julie,1705,11/7/2022
60s,1966,Female,12,deborah,1649,11/7/2022
60s,1966,Female,13,elizabeth,1623,11/7/2022
60s,1966,Female,14,laura,1615,11/7/2022
60s,1966,Female,15,sandra,1548,11/7/2022
60s,1966,Female,16,maria,1395,11/7/2022
60s,1966,Female,17,kelly,1256,11/7/2022
60s,1966,Female,18,denise,1230,11/7/2022
60s,1966,Female,19,tina,1216,11/7/2022
60s,1966,Female,20,michele,1178,11/7/2022
60s,1966,Female,21,linda,1168,11/7/2022
60s,1966,Female,22,teresa,1159,11/7/2022
60s,1966,Female,23,tracy,1133,11/7/2022
60s,1966,Female,24,kathleen,1110,11/7/2022
60s,1966,Female,25,stephanie,1102,11/7/2022
60s,1966,Male,1,michael,8164,11/7/2022
60s,1966,Male,2,david,6716,11/7/2022
60s,1966,Male,3,robert,5973,11/7/2022
60s,1966,Male,4,john,5619,11/7/2022
60s,1966,Male,5,james,5251,11/7/2022
60s,1966,Male,6,richard,3767,11/7/2022
60s,1966,Male,7,steven,3191,11/7/2022
60s,1966,Male,8,mark,3166,11/7/2022
60s,1966,Male,9,william,2938,11/7/2022
60s,1966,Male,10,christopher,2866,11/7/2022
60s,1966,Male,11,jeffrey,2754,11/7/2022
60s,1966,Male,12,daniel,2688,11/7/2022
60s,1966,Male,13,timothy,2370,11/7/2022
60s,1966,Male,14,brian,2363,11/7/2022
60s,1966,Male,15,paul,2217,11/7/2022
60s,1966,Male,16,thomas,2141,11/7/2022
60s,1966,Male,17,eric,2127,11/7/2022
60s,1966,Male,18,joseph,2112,11/7/2022
60s,1966,Male,19,anthony,2056,11/7/2022
60s,1966,Male,20,scott,2044,11/7/2022
60s,1966,Male,21,kevin,2012,11/7/2022
60s,1966,Male,22,kenneth,1908,11/7/2022
60s,1966,Male,23,ronald,1899,11/7/2022
60s,1966,Male,24,gregory,1708,11/7/2022
60s,1966,Male,25,charles,1612,11/7/2022
60s,1967,Female,1,lisa,4361,11/7/2022
60s,1967,Female,2,michelle,3424,11/7/2022
60s,1967,Female,3,kimberly,2970,11/7/2022
60s,1967,Female,4,christine,2682,11/7/2022
60s,1967,Female,5,jennifer,1818,11/7/2022
60s,1967,Female,6,julie,1807,11/7/2022
60s,1967,Female,7,cynthia,1739,11/7/2022
60s,1967,Female,8,mary,1691,11/7/2022
60s,1967,Female,9,karen,1684,11/7/2022
60s,1967,Female,10,patricia,1675,11/7/2022
60s,1967,Female,11,elizabeth,1626,11/7/2022
60s,1967,Female,12,susan,1584,11/7/2022
60s,1967,Female,13,laura,1571,11/7/2022
60s,1967,Female,14,maria,1461,11/7/2022
60s,1967,Female,15,sandra,1412,11/7/2022
60s,1967,Female,16,stephanie,1406,11/7/2022
60s,1967,Female,17,deborah,1368,11/7/2022
60s,1967,Female,18,denise,1251,11/7/2022
60s,1967,Female,19,kelly,1238,11/7/2022
60s,1967,Female,19,tina,1238,11/7/2022
60s,1967,Female,21,wendy,1113,11/7/2022
60s,1967,Female,22,angela,1112,11/7/2022
60s,1967,Female,23,tracy,1110,11/7/2022
60s,1967,Female,24,michele,1079,11/7/2022
60s,1967,Female,25,tammy,1050,11/7/2022
60s,1967,Male,1,michael,8588,11/7/2022
60s,1967,Male,2,david,6852,11/7/2022
60s,1967,Male,3,robert,5569,11/7/2022
60s,1967,Male,4,john,5474,11/7/2022
60s,1967,Male,5,james,4889,11/7/2022
60s,1967,Male,6,richard,3680,11/7/2022
60s,1967,Male,7,mark,3130,11/7/2022
60s,1967,Male,8,steven,3053,11/7/2022
60s,1967,Male,9,william,2901,11/7/2022
60s,1967,Male,10,christopher,2888,11/7/2022
60s,1967,Male,11,daniel,2624,11/7/2022
60s,1967,Male,12,jeffrey,2515,11/7/2022
60s,1967,Male,13,eric,2454,11/7/2022
60s,1967,Male,14,brian,2441,11/7/2022
60s,1967,Male,15,timothy,2325,11/7/2022
60s,1967,Male,16,anthony,2187,11/7/2022
60s,1967,Male,17,scott,2163,11/7/2022
60s,1967,Male,18,paul,2157,11/7/2022
60s,1967,Male,19,joseph,2149,11/7/2022
60s,1967,Male,19,thomas,2149,11/7/2022
60s,1967,Male,21,kevin,2007,11/7/2022
60s,1967,Male,22,kenneth,1778,11/7/2022
60s,1967,Male,23,ronald,1673,11/7/2022
60s,1967,Male,24,gregory,1554,11/7/2022
60s,1967,Male,25,charles,1545,11/7/2022
60s,1968,Female,1,lisa,4301,11/7/2022
60s,1968,Female,2,michelle,3610,11/7/2022
60s,1968,Female,3,christine,2999,11/7/2022
60s,1968,Female,4,jennifer,2855,11/7/2022
60s,1968,Female,5,kimberly,2737,11/7/2022
60s,1968,Female,6,laura,1951,11/7/2022
60s,1968,Female,7,julie,1652,11/7/2022
60s,1968,Female,8,patricia,1528,11/7/2022
60s,1968,Female,9,cynthia,1482,11/7/2022
60s,1968,Female,10,elizabeth,1473,11/7/2022
60s,1968,Female,11,mary,1470,11/7/2022
60s,1968,Female,12,karen,1461,11/7/2022
60s,1968,Female,13,kelly,1445,11/7/2022
60s,1968,Female,14,maria,1430,11/7/2022
60s,1968,Female,15,stephanie,1347,11/7/2022
60s,1968,Female,16,susan,1325,11/7/2022
60s,1968,Female,17,tina,1310,11/7/2022
60s,1968,Female,18,sandra,1301,11/7/2022
60s,1968,Female,19,angela,1254,11/7/2022
60s,1968,Female,20,deborah,1222,11/7/2022
60s,1968,Female,21,michele,1185,11/7/2022
60s,1968,Female,22,melissa,1158,11/7/2022
60s,1968,Female,23,wendy,1084,11/7/2022
60s,1968,Female,24,denise,1045,11/7/2022
60s,1968,Female,25,tracy,1037,11/7/2022
60s,1968,Male,1,michael,8454,11/7/2022
60s,1968,Male,2,david,6405,11/7/2022
60s,1968,Male,3,robert,5909,11/7/2022
60s,1968,Male,4,john,5465,11/7/2022
60s,1968,Male,5,james,4844,11/7/2022
60s,1968,Male,6,richard,3560,11/7/2022
60s,1968,Male,7,christopher,3153,11/7/2022
60s,1968,Male,8,mark,3096,11/7/2022
60s,1968,Male,9,steven,2972,11/7/2022
60s,1968,Male,10,william,2867,11/7/2022
60s,1968,Male,11,jeffrey,2698,11/7/2022
60s,1968,Male,12,daniel,2652,11/7/2022
60s,1968,Male,13,brian,2650,11/7/2022
60s,1968,Male,14,eric,2408,11/7/2022
60s,1968,Male,15,scott,2303,11/7/2022
60s,1968,Male,16,timothy,2214,11/7/2022
60s,1968,Male,17,paul,2184,11/7/2022
60s,1968,Male,18,thomas,2129,11/7/2022
60s,1968,Male,19,anthony,2086,11/7/2022
60s,1968,Male,20,joseph,2074,11/7/2022
60s,1968,Male,21,kevin,1957,11/7/2022
60s,1968,Male,22,matthew,1773,11/7/2022
60s,1968,Male,23,kenneth,1691,11/7/2022
60s,1968,Male,24,gregory,1548,11/7/2022
60s,1968,Male,25,charles,1523,11/7/2022
60s,1969,Female,1,lisa,3956,11/7/2022
60s,1969,Female,2,michelle,3608,11/7/2022
60s,1969,Female,3,jennifer,3420,11/7/2022
60s,1969,Female,4,christine,3216,11/7/2022
60s,1969,Female,5,kimberly,2910,11/7/2022
60s,1969,Female,6,julie,1913,11/7/2022
60s,1969,Female,7,laura,1806,11/7/2022
60s,1969,Female,8,cynthia,1566,11/7/2022
60s,1969,Female,9,maria,1537,11/7/2022
60s,1969,Female,10,patricia,1520,11/7/2022
60s,1969,Female,11,elizabeth,1463,11/7/2022
60s,1969,Female,12,stephanie,1432,11/7/2022
60s,1969,Female,13,mary,1385,11/7/2022
60s,1969,Female,14,shannon,1373,11/7/2022
60s,1969,Female,15,sandra,1346,11/7/2022
60s,1969,Female,16,karen,1302,11/7/2022
60s,1969,Female,17,angela,1301,11/7/2022
60s,1969,Female,18,melissa,1269,11/7/2022
60s,1969,Female,19,kelly,1253,11/7/2022
60s,1969,Female,20,tina,1224,11/7/2022
60s,1969,Female,21,susan,1199,11/7/2022
60s,1969,Female,22,tracy,1159,11/7/2022
60s,1969,Female,23,denise,1113,11/7/2022
60s,1969,Female,24,heather,1111,11/7/2022
60s,1969,Female,25,michele,1062,11/7/2022
60s,1969,Male,1,michael,8544,11/7/2022
60s,1969,Male,2,david,6457,11/7/2022
60s,1969,Male,3,robert,6051,11/7/2022
60s,1969,Male,4,john,5167,11/7/2022
60s,1969,Male,5,james,4687,11/7/2022
60s,1969,Male,6,christopher,3518,11/7/2022
60s,1969,Male,7,richard,3363,11/7/2022
60s,1969,Male,8,steven,2893,11/7/2022
60s,1969,Male,9,mark,2889,11/7/2022
60s,1969,Male,10,brian,2796,11/7/2022
60s,1969,Male,11,william,2745,11/7/2022
60s,1969,Male,12,daniel,2711,11/7/2022
60s,1969,Male,13,jeffrey,2689,11/7/2022
60s,1969,Male,14,jason,2619,11/7/2022
60s,1969,Male,15,eric,2615,11/7/2022
60s,1969,Male,16,scott,2372,11/7/2022
60s,1969,Male,17,thomas,2187,11/7/2022
60s,1969,Male,18,anthony,2152,11/7/2022
60s,1969,Male,19,joseph,2135,11/7/2022
60s,1969,Male,19,paul,2135,11/7/2022
60s,1969,Male,21,timothy,1959,11/7/2022
60s,1969,Male,22,matthew,1957,11/7/2022
60s,1969,Male,23,kevin,1873,11/7/2022
60s,1969,Male,24,gregory,1625,11/7/2022
60s,1969,Male,25,charles,1572,11/7/2022
70s,1970,Female,1,jennifer,4681,11/7/2022
70s,1970,Female,2,lisa,3552,11/7/2022
70s,1970,Female,3,michelle,3541,11/7/2022
70s,1970,Female,4,christine,3206,11/7/2022
70s,1970,Female,5,kimberly,2778,11/7/2022
70s,1970,Female,6,julie,1758,11/7/2022
70s,1970,Female,7,maria,1660,11/7/2022
70s,1970,Female,8,laura,1639,11/7/2022
70s,1970,Female,9,shannon,1615,11/7/2022
70s,1970,Female,10,cynthia,1594,11/7/2022
70s,1970,Female,11,heather,1582,11/7/2022
70s,1970,Female,12,elizabeth,1564,11/7/2022
70s,1970,Female,13,stephanie,1535,11/7/2022
70s,1970,Female,14,angela,1508,11/7/2022
70s,1970,Female,15,patricia,1355,11/7/2022
70s,1970,Female,16,tracy,1313,11/7/2022
70s,1970,Female,17,amy,1296,11/7/2022
70s,1970,Female,17,melissa,1296,11/7/2022
70s,1970,Female,19,sandra,1273,11/7/2022
70s,1970,Female,20,mary,1272,11/7/2022
70s,1970,Female,21,karen,1225,11/7/2022
70s,1970,Female,22,dawn,1176,11/7/2022
70s,1970,Female,23,tina,1173,11/7/2022
70s,1970,Female,24,nicole,1155,11/7/2022
70s,1970,Female,25,kelly,1077,11/7/2022
70s,1970,Male,1,michael,8411,11/7/2022
70s,1970,Male,2,david,6254,11/7/2022
70s,1970,Male,3,robert,5607,11/7/2022
70s,1970,Male,4,john,5022,11/7/2022
70s,1970,Male,5,james,4735,11/7/2022
70s,1970,Male,6,christopher,3923,11/7/2022
70s,1970,Male,7,jason,3891,11/7/2022
70s,1970,Male,8,richard,3258,11/7/2022
70s,1970,Male,9,william,2831,11/7/2022
70s,1970,Male,10,steven,2829,11/7/2022
70s,1970,Male,11,eric,2787,11/7/2022
70s,1970,Male,12,jeffrey,2757,11/7/2022
70s,1970,Male,13,mark,2689,11/7/2022
70s,1970,Male,14,brian,2621,11/7/2022
70s,1970,Male,15,daniel,2612,11/7/2022
70s,1970,Male,16,scott,2332,11/7/2022
70s,1970,Male,17,kevin,2284,11/7/2022
70s,1970,Male,18,joseph,2226,11/7/2022
70s,1970,Male,19,matthew,2146,11/7/2022
70s,1970,Male,20,anthony,2114,11/7/2022
70s,1970,Male,21,thomas,2011,11/7/2022
70s,1970,Male,22,paul,1972,11/7/2022
70s,1970,Male,23,timothy,1787,11/7/2022
70s,1970,Male,24,gregory,1642,11/7/2022
70s,1970,Male,25,charles,1609,11/7/2022
70s,1971,Female,1,jennifer,5468,11/7/2022
70s,1971,Female,2,michelle,3167,11/7/2022
70s,1971,Female,3,lisa,2863,11/7/2022
70s,1971,Female,4,christine,2811,11/7/2022
70s,1971,Female,5,kimberly,2288,11/7/2022
70s,1971,Female,6,maria,1618,11/7/2022
70s,1971,Female,7,heather,1500,11/7/2022
70s,1971,Female,8,julie,1469,11/7/2022
70s,1971,Female,9,shannon,1392,11/7/2022
70s,1971,Female,10,cynthia,1391,11/7/2022
70s,1971,Female,11,elizabeth,1384,11/7/2022
70s,1971,Female,12,amy,1382,11/7/2022
70s,1971,Female,13,stephanie,1364,11/7/2022
70s,1971,Female,14,angela,1352,11/7/2022
70s,1971,Female,15,laura,1339,11/7/2022
70s,1971,Female,16,melissa,1266,11/7/2022
70s,1971,Female,17,patricia,1199,11/7/2022
