Decade,Year,Sex,Rank,Name,Count,Data_Revision_Date
00s,2001,Female,2,ashley,2707,11/7/2022
00s,2001,Female,3,samantha,2518,11/7/2022
00s,2001,Female,4,jessica,2226,11/7/2022
00s,2001,Female,5,alyssa,2051,11/7/2022
00s,2001,Female,6,jennifer,2015,11/7/2022
00s,2001,Female,7,natalie,1715,11/7/2022
00s,2001,Female,8,elizabeth,1681,11/7/2022
00s,2001,Female,9,alexis,1662,11/7/2022
00s,2001,Female,10,jasmine,1651,11/7/2022
00s,2001,Female,11,sarah,1592,11/7/2022
00s,2001,Female,12,madison,1590,11/7/2022
00s,2001,Female,13,hannah,1572,11/7/2022
00s,2001,Female,14,andrea,1511,11/7/2022
00s,2001,Female,15,stephanie,1503,11/7/2022
00s,2001,Female,16,isabella,1474,11/7/2022
00s,2001,Female,17,vanessa,1440,11/7/2022
00s,2001,Female,18,brianna,1399,11/7/2022
00s,2001,Female,19,kimberly,1361,11/7/2022
00s,2001,Female,20,maria,1357,11/7/2022
00s,2001,Female,21,kayla,1205,11/7/2022
00s,2001,Female,22,destiny,1200,11/7/2022
00s,2001,Female,22,jacqueline,1200,11/7/2022
00s,2001,Female,24,michelle,1193,11/7/2022
00s,2001,Female,25,victoria,1188,11/7/2022
00s,2001,Male,1,daniel,4142,11/7/2022
00s,2001,Male,2,anthony,3801,11/7/2022
00s,2001,Male,3,andrew,3420,11/7/2022
00s,2001,Male,4,jose,3419,11/7/2022
00s,2001,Male,5,jacob,3363,11/7/2022
00s,2001,Male,6,david,3323,11/7/2022
00s,2001,Male,7,michael,3266,11/7/2022
00s,2001,Male,8,joshua,3196,11/7/2022
00s,2001,Male,9,matthew,3069,11/7/2022
00s,2001,Male,10,christopher,3006,11/7/2022
00s,2001,Male,11,jonathan,2853,11/7/2022
00s,2001,Male,12,joseph,2708,11/7/2022
00s,2001,Male,13,angel,2492,11/7/2022
00s,2001,Male,14,kevin,2391,11/7/2022
00s,2001,Male,15,christian,2324,11/7/2022
00s,2001,Male,16,nicholas,2309,11/7/2022
00s,2001,Male,17,ryan,2308,11/7/2022
00s,2001,Male,18,brandon,2265,11/7/2022
00s,2001,Male,19,luis,2136,11/7/2022
00s,2001,Male,20,jesus,2082,11/7/2022
00s,2001,Male,21,alexander,2065,11/7/2022
00s,2001,Male,22,justin,2005,11/7/2022
00s,2001,Male,23,juan,1983,11/7/2022
00s,2001,Male,24,carlos,1916,11/7/2022
00s,2001,Male,25,gabriel,1758,11/7/2022
00s,2002,Female,1,emily,3011,11/7/2022
00s,2002,Female,2,ashley,2670,11/7/2022
00s,2002,Female,3,samantha,2535,11/7/2022
00s,2002,Female,4,jessica,1994,11/7/2022
00s,2002,Female,5,jennifer,1977,11/7/2022
00s,2002,Female,6,isabella,1873,11/7/2022
00s,2002,Female,7,alyssa,1869,11/7/2022
00s,2002,Female,8,elizabeth,1699,11/7/2022
00s,2002,Female,9,jasmine,1659,11/7/2022
00s,2002,Female,10,natalie,1638,11/7/2022
00s,2002,Female,11,alexis,1581,11/7/2022
00s,2002,Female,12,sarah,1549,11/7/2022
00s,2002,Female,13,madison,1527,11/7/2022
00s,2002,Female,14,hannah,1485,11/7/2022
00s,2002,Female,15,stephanie,1463,11/7/2022
00s,2002,Female,16,brianna,1453,11/7/2022
00s,2002,Female,17,andrea,1340,11/7/2022
00s,2002,Female,18,sophia,1323,11/7/2022
00s,2002,Female,19,maria,1306,11/7/2022
00s,2002,Female,20,emma,1287,11/7/2022
00s,2002,Female,21,michelle,1277,11/7/2022
00s,2002,Female,22,vanessa,1258,11/7/2022
00s,2002,Female,23,victoria,1211,11/7/2022
00s,2002,Female,24,kimberly,1206,11/7/2022
00s,2002,Female,24,leslie,1206,11/7/2022
00s,2002,Male,1,daniel,4101,11/7/2022
00s,2002,Male,2,anthony,3755,11/7/2022
00s,2002,Male,3,jose,3546,11/7/2022
00s,2002,Male,4,andrew,3523,11/7/2022
00s,2002,Male,5,jacob,3358,11/7/2022
00s,2002,Male,6,joshua,3348,11/7/2022
00s,2002,Male,7,michael,3205,11/7/2022
00s,2002,Male,8,david,3173,11/7/2022
00s,2002,Male,9,matthew,3071,11/7/2022
00s,2002,Male,10,angel,2912,11/7/2022
00s,2002,Male,11,christopher,2886,11/7/2022
00s,2002,Male,12,jonathan,2719,11/7/2022
00s,2002,Male,13,joseph,2676,11/7/2022
00s,2002,Male,14,alexander,2382,11/7/2022
00s,2002,Male,15,kevin,2344,11/7/2022
00s,2002,Male,16,ryan,2281,11/7/2022
00s,2002,Male,17,brandon,2257,11/7/2022
00s,2002,Male,17,christian,2257,11/7/2022
00s,2002,Male,19,ethan,2252,11/7/2022
00s,2002,Male,20,nicholas,2190,11/7/2022
00s,2002,Male,21,juan,2047,11/7/2022
00s,2002,Male,22,luis,1984,11/7/2022
00s,2002,Male,23,jesus,1976,11/7/2022
00s,2002,Male,24,nathan,1934,11/7/2022
00s,2002,Male,25,justin,1926,11/7/2022
00s,2003,Female,1,emily,3398,11/7/2022
00s,2003,Female,2,ashley,2732,11/7/2022
00s,2003,Female,3,samantha,2571,11/7/2022
00s,2003,Female,4,isabella,2173,11/7/2022
00s,2003,Female,5,alyssa,1920,11/7/2022
00s,2003,Female,6,emma,1832,11/7/2022
00s,2003,Female,7,natalie,1817,11/7/2022
00s,2003,Female,8,jessica,1756,11/7/2022
00s,2003,Female,9,jennifer,1697,11/7/2022
00s,2003,Female,10,elizabeth,1666,11/7/2022
00s,2003,Female,11,jasmine,1608,11/7/2022
00s,2003,Female,12,alexis,1549,11/7/2022
00s,2003,Female,13,sophia,1527,11/7/2022
00s,2003,Female,14,madison,1454,11/7/2022
00s,2003,Female,15,sarah,1417,11/7/2022
00s,2003,Female,16,kimberly,1410,11/7/2022
00s,2003,Female,17,hannah,1375,11/7/2022
00s,2003,Female,18,stephanie,1330,11/7/2022
00s,2003,Female,19,vanessa,1327,11/7/2022
00s,2003,Female,20,andrea,1320,11/7/2022
00s,2003,Female,21,brianna,1295,11/7/2022
00s,2003,Female,22,abigail,1264,11/7/2022
00s,2003,Female,23,maria,1249,11/7/2022
00s,2003,Female,24,michelle,1239,11/7/2022
00s,2003,Female,25,mia,1226,11/7/2022
00s,2003,Male,1,daniel,4017,11/7/2022
00s,2003,Male,2,anthony,3918,11/7/2022
00s,2003,Male,3,andrew,3443,11/7/2022
00s,2003,Male,4,jose,3363,11/7/2022
00s,2003,Male,5,jacob,3347,11/7/2022
00s,2003,Male,6,david,3344,11/7/2022
00s,2003,Male,7,angel,3241,11/7/2022
00s,2003,Male,8,joshua,3202,11/7/2022
00s,2003,Male,9,michael,3087,11/7/2022
00s,2003,Male,10,matthew,2967,11/7/2022
00s,2003,Male,11,christopher,2785,11/7/2022
00s,2003,Male,12,joseph,2704,11/7/2022
00s,2003,Male,13,jonathan,2697,11/7/2022
00s,2003,Male,14,ryan,2560,11/7/2022
00s,2003,Male,15,alexander,2365,11/7/2022
00s,2003,Male,16,brandon,2361,11/7/2022
00s,2003,Male,17,kevin,2265,11/7/2022
00s,2003,Male,18,ethan,2228,11/7/2022
00s,2003,Male,19,nathan,2113,11/7/2022
00s,2003,Male,20,juan,2072,11/7/2022
00s,2003,Male,21,luis,2063,11/7/2022
00s,2003,Male,22,christian,2060,11/7/2022
00s,2003,Male,23,nicholas,2003,11/7/2022
00s,2003,Male,24,gabriel,1967,11/7/2022
00s,2003,Male,25,jesus,1891,11/7/2022
00s,2004,Female,1,emily,3395,11/7/2022
00s,2004,Female,2,ashley,2927,11/7/2022
00s,2004,Female,3,samantha,2479,11/7/2022
00s,2004,Female,4,isabella,2443,11/7/2022
00s,2004,Female,5,natalie,1942,11/7/2022
00s,2004,Female,6,alyssa,1806,11/7/2022
00s,2004,Female,7,emma,1742,11/7/2022
00s,2004,Female,8,sophia,1715,11/7/2022
00s,2004,Female,9,jessica,1705,11/7/2022
00s,2004,Female,10,jasmine,1666,11/7/2022
00s,2004,Female,11,elizabeth,1595,11/7/2022
00s,2004,Female,12,madison,1575,11/7/2022
00s,2004,Female,13,jennifer,1486,11/7/2022
00s,2004,Female,14,kimberly,1460,11/7/2022
00s,2004,Female,15,alexis,1437,11/7/2022
00s,2004,Female,16,andrea,1376,11/7/2022
00s,2004,Female,17,abigail,1318,11/7/2022
00s,2004,Female,18,hannah,1315,11/7/2022
00s,2004,Female,19,sarah,1305,11/7/2022
00s,2004,Female,20,vanessa,1302,11/7/2022
00s,2004,Female,21,mia,1272,11/7/2022
00s,2004,Female,22,stephanie,1249,11/7/2022
00s,2004,Female,23,brianna,1223,11/7/2022
00s,2004,Female,24,michelle,1154,11/7/2022
00s,2004,Female,25,olivia,1149,11/7/2022
00s,2004,Male,1,daniel,4162,11/7/2022
00s,2004,Male,2,anthony,3799,11/7/2022
00s,2004,Male,3,andrew,3471,11/7/2022
00s,2004,Male,4,jose,3391,11/7/2022
00s,2004,Male,5,jacob,3330,11/7/2022
00s,2004,Male,6,joshua,3292,11/7/2022
00s,2004,Male,7,david,3248,11/7/2022
00s,2004,Male,8,angel,3241,11/7/2022
00s,2004,Male,9,matthew,2855,11/7/2022
00s,2004,Male,10,michael,2847,11/7/2022
00s,2004,Male,11,christopher,2758,11/7/2022
00s,2004,Male,12,jonathan,2546,11/7/2022
00s,2004,Male,13,ryan,2509,11/7/2022
00s,2004,Male,14,alexander,2446,11/7/2022
00s,2004,Male,15,joseph,2429,11/7/2022
00s,2004,Male,16,ethan,2365,11/7/2022
00s,2004,Male,17,nathan,2305,11/7/2022
00s,2004,Male,18,brandon,2207,11/7/2022
00s,2004,Male,19,kevin,2136,11/7/2022
00s,2004,Male,20,juan,2111,11/7/2022
00s,2004,Male,21,christian,2030,11/7/2022
00s,2004,Male,22,jesus,2016,11/7/2022
00s,2004,Male,23,nicholas,1998,11/7/2022
00s,2004,Male,24,diego,1983,11/7/2022
00s,2004,Male,25,luis,1961,11/7/2022
00s,2005,Female,1,emily,3276,11/7/2022
00s,2005,Female,2,ashley,2777,11/7/2022
00s,2005,Female,3,samantha,2489,11/7/2022
00s,2005,Female,4,isabella,2344,11/7/2022
00s,2005,Female,5,mia,2184,11/7/2022
00s,2005,Female,6,natalie,2040,11/7/2022
00s,2005,Female,7,sophia,1885,11/7/2022
00s,2005,Female,8,emma,1633,11/7/2022
00s,2005,Female,9,alyssa,1617,11/7/2022
00s,2005,Female,10,madison,1525,11/7/2022
00s,2005,Female,11,jasmine,1521,11/7/2022
00s,2005,Female,12,elizabeth,1486,11/7/2022
00s,2005,Female,13,jessica,1410,11/7/2022
00s,2005,Female,14,kimberly,1399,11/7/2022
00s,2005,Female,15,abigail,1372,11/7/2022
00s,2005,Female,16,brianna,1351,11/7/2022
00s,2005,Female,17,jennifer,1292,11/7/2022
00s,2005,Female,18,ava,1227,11/7/2022
00s,2005,Female,19,hannah,1218,11/7/2022
00s,2005,Female,20,sarah,1212,11/7/2022
00s,2005,Female,21,alexis,1204,11/7/2022
00s,2005,Female,22,andrea,1203,11/7/2022
00s,2005,Female,23,angelina,1179,11/7/2022
00s,2005,Female,24,vanessa,1154,11/7/2022
00s,2005,Female,25,stephanie,1153,11/7/2022
00s,2005,Male,1,daniel,3902,11/7/2022
00s,2005,Male,2,anthony,3721,11/7/2022
00s,2005,Male,3,angel,3551,11/7/2022
00s,2005,Male,4,david,3253,11/7/2022
00s,2005,Male,5,joshua,3209,11/7/2022
00s,2005,Male,6,jose,3203,11/7/2022
00s,2005,Male,7,andrew,3139,11/7/2022
00s,2005,Male,8,jacob,3097,11/7/2022
00s,2005,Male,9,matthew,2850,11/7/2022
00s,2005,Male,10,michael,2742,11/7/2022
00s,2005,Male,11,jonathan,2635,11/7/2022
00s,2005,Male,12,christopher,2589,11/7/2022
00s,2005,Male,13,joseph,2534,11/7/2022
00s,2005,Male,14,alexander,2448,11/7/2022
00s,2005,Male,15,nathan,2401,11/7/2022
00s,2005,Male,16,ethan,2361,11/7/2022
00s,2005,Male,17,ryan,2331,11/7/2022
00s,2005,Male,18,diego,2307,11/7/2022
00s,2005,Male,19,juan,2219,11/7/2022
00s,2005,Male,20,kevin,2195,11/7/2022
00s,2005,Male,21,brandon,2115,11/7/2022
00s,2005,Male,22,christian,2014,11/7/2022
00s,2005,Male,23,luis,2003,11/7/2022
00s,2005,Male,24,jesus,1968,11/7/2022
00s,2005,Male,25,gabriel,1950,11/7/2022
00s,2006,Female,1,emily,3088,11/7/2022
00s,2006,Female,2,isabella,2786,11/7/2022
00s,2006,Female,3,ashley,2605,11/7/2022
00s,2006,Female,4,mia,2440,11/7/2022
00s,2006,Female,5,samantha,2336,11/7/2022
00s,2006,Female,6,natalie,2223,11/7/2022
00s,2006,Female,7,sophia,1967,11/7/2022
00s,2006,Female,8,emma,1544,11/7/2022
00s,2006,Female,9,abigail,1477,11/7/2022
00s,2006,Female,10,ava,1469,11/7/2022
00s,2006,Female,11,madison,1435,11/7/2022
00s,2006,Female,12,elizabeth,1424,11/7/2022
00s,2006,Female,13,alyssa,1398,11/7/2022
00s,2006,Female,14,brianna,1393,11/7/2022
00s,2006,Female,14,kimberly,1393,11/7/2022
00s,2006,Female,16,jasmine,1382,11/7/2022
00s,2006,Female,17,andrea,1317,11/7/2022
00s,2006,Female,18,jessica,1259,11/7/2022
00s,2006,Female,19,alexa,1241,11/7/2022
00s,2006,Female,20,olivia,1209,11/7/2022
00s,2006,Female,21,hannah,1205,11/7/2022
00s,2006,Female,22,valeria,1203,11/7/2022
00s,2006,Female,23,angelina,1157,11/7/2022
00s,2006,Female,24,sarah,1154,11/7/2022
00s,2006,Female,25,jocelyn,1143,11/7/2022
00s,2006,Male,1,daniel,3810,11/7/2022
00s,2006,Male,2,anthony,3770,11/7/2022
00s,2006,Male,3,angel,3720,11/7/2022
00s,2006,Male,4,jacob,3190,11/7/2022
00s,2006,Male,5,david,3135,11/7/2022
00s,2006,Male,6,andrew,3120,11/7/2022
00s,2006,Male,7,jose,3112,11/7/2022
00s,2006,Male,8,joshua,3009,11/7/2022
00s,2006,Male,9,christopher,2869,11/7/2022
00s,2006,Male,10,diego,2748,11/7/2022
00s,2006,Male,11,matthew,2739,11/7/2022
00s,2006,Male,12,michael,2718,11/7/2022
00s,2006,Male,13,jonathan,2625,11/7/2022
00s,2006,Male,14,alexander,2487,11/7/2022
00s,2006,Male,15,nathan,2444,11/7/2022
00s,2006,Male,16,ethan,2391,11/7/2022
00s,2006,Male,17,joseph,2359,11/7/2022
00s,2006,Male,18,christian,2196,11/7/2022
00s,2006,Male,19,adrian,2108,11/7/2022
00s,2006,Male,20,juan,2080,11/7/2022
00s,2006,Male,21,luis,2077,11/7/2022
00s,2006,Male,22,brandon,2068,11/7/2022
00s,2006,Male,23,ryan,2049,11/7/2022
00s,2006,Male,24,kevin,2046,11/7/2022
00s,2006,Male,25,jesus,1950,11/7/2022
00s,2007,Female,1,emily,2954,11/7/2022
00s,2007,Female,2,isabella,2918,11/7/2022
00s,2007,Female,3,sophia,2596,11/7/2022
00s,2007,Female,4,ashley,2517,11/7/2022
00s,2007,Female,5,samantha,2366,11/7/2022
00s,2007,Female,6,mia,2060,11/7/2022
00s,2007,Female,7,natalie,1908,11/7/2022
00s,2007,Female,8,emma,1628,11/7/2022
00s,2007,Female,9,alyssa,1556,11/7/2022
00s,2007,Female,10,jocelyn,1516,11/7/2022
00s,2007,Female,11,elizabeth,1507,11/7/2022
00s,2007,Female,12,ava,1480,11/7/2022
00s,2007,Female,13,abigail,1432,11/7/2022
00s,2007,Female,14,kimberly,1409,11/7/2022
00s,2007,Female,15,madison,1349,11/7/2022
00s,2007,Female,16,olivia,1335,11/7/2022
00s,2007,Female,17,brianna,1331,11/7/2022
00s,2007,Female,18,sofia,1318,11/7/2022
00s,2007,Female,19,jasmine,1300,11/7/2022
00s,2007,Female,20,andrea,1269,11/7/2022
00s,2007,Female,21,vanessa,1209,11/7/2022
00s,2007,Female,22,hannah,1172,11/7/2022
00s,2007,Female,23,chloe,1168,11/7/2022
00s,2007,Female,24,alexa,1158,11/7/2022
00s,2007,Female,25,victoria,1141,11/7/2022
00s,2007,Male,1,daniel,3848,11/7/2022
00s,2007,Male,2,anthony,3773,11/7/2022
00s,2007,Male,3,angel,3539,11/7/2022
00s,2007,Male,4,david,3111,11/7/2022
00s,2007,Male,5,jacob,3108,11/7/2022
00s,2007,Male,6,andrew,3015,11/7/2022
00s,2007,Male,7,christopher,2978,11/7/2022
00s,2007,Male,8,joshua,2870,11/7/2022
00s,2007,Male,9,jose,2853,11/7/2022
00s,2007,Male,10,diego,2620,11/7/2022
00s,2007,Male,11,alexander,2599,11/7/2022
00s,2007,Male,12,matthew,2574,11/7/2022
00s,2007,Male,13,michael,2548,11/7/2022
00s,2007,Male,14,ethan,2511,11/7/2022
00s,2007,Male,15,jonathan,2493,11/7/2022
00s,2007,Male,16,nathan,2452,11/7/2022
00s,2007,Male,17,joseph,2292,11/7/2022
00s,2007,Male,18,adrian,2150,11/7/2022
00s,2007,Male,19,brandon,2146,11/7/2022
00s,2007,Male,20,kevin,2084,11/7/2022
00s,2007,Male,21,christian,2059,11/7/2022
00s,2007,Male,22,luis,2011,11/7/2022
00s,2007,Male,23,ryan,1974,11/7/2022
00s,2007,Male,24,isaac,1973,11/7/2022
00s,2007,Male,25,noah,1936,11/7/2022
00s,2008,Female,1,isabella,2780,11/7/2022
00s,2008,Female,2,emily,2770,11/7/2022
00s,2008,Female,3,sophia,2565,11/7/2022
00s,2008,Female,4,samantha,2255,11/7/2022
00s,2008,Female,5,ashley,2039,11/7/2022
00s,2008,Female,6,natalie,1875,11/7/2022
00s,2008,Female,7,mia,1844,11/7/2022
00s,2008,Female,8,emma,1738,11/7/2022
00s,2008,Female,9,abigail,1570,11/7/2022
00s,2008,Female,10,ava,1468,11/7/2022
00s,2008,Female,11,olivia,1418,11/7/2022
00s,2008,Female,12,madison,1410,11/7/2022
00s,2008,Female,13,elizabeth,1409,11/7/2022
00s,2008,Female,14,valeria,1374,11/7/2022
00s,2008,Female,15,alyssa,1357,11/7/2022
00s,2008,Female,16,chloe,1355,11/7/2022
00s,2008,Female,17,sofia,1328,11/7/2022
00s,2008,Female,18,kimberly,1318,11/7/2022
00s,2008,Female,19,brianna,1230,11/7/2022
00s,2008,Female,20,victoria,1145,11/7/2022
00s,2008,Female,21,andrea,1110,11/7/2022
00s,2008,Female,22,camila,1100,11/7/2022
00s,2008,Female,23,jocelyn,1089,11/7/2022
00s,2008,Female,24,jasmine,1040,11/7/2022
00s,2008,Female,25,vanessa,1030,11/7/2022
00s,2008,Male,1,daniel,3734,11/7/2022
00s,2008,Male,2,anthony,3624,11/7/2022
00s,2008,Male,3,angel,3194,11/7/2022
00s,2008,Male,4,jacob,3016,11/7/2022
00s,2008,Male,5,david,2908,11/7/2022
00s,2008,Male,6,alexander,2865,11/7/2022
00s,2008,Male,7,andrew,2829,11/7/2022
00s,2008,Male,8,joshua,2745,11/7/2022
00s,2008,Male,9,christopher,2607,11/7/2022
00s,2008,Male,10,jose,2574,11/7/2022
00s,2008,Male,11,matthew,2535,11/7/2022
00s,2008,Male,12,ethan,2518,11/7/2022
00s,2008,Male,13,nathan,2516,11/7/2022
00s,2008,Male,14,michael,2505,11/7/2022
00s,2008,Male,15,jonathan,2306,11/7/2022
00s,2008,Male,16,joseph,2208,11/7/2022
00s,2008,Male,17,diego,2146,11/7/2022
00s,2008,Male,18,adrian,2140,11/7/2022
00s,2008,Male,19,jayden,2050,11/7/2022
00s,2008,Male,20,brandon,2013,11/7/2022
00s,2008,Male,21,isaac,1964,11/7/2022
00s,2008,Male,22,noah,1933,11/7/2022
00s,2008,Male,23,kevin,1915,11/7/2022
00s,2008,Male,24,christian,1882,11/7/2022
00s,2008,Male,25,ryan,1831,11/7/2022
00s,2009,Female,1,isabella,3156,11/7/2022
00s,2009,Female,2,sophia,2653,11/7/2022
00s,2009,Female,3,emily,2536,11/7/2022
00s,2009,Female,4,mia,2102,11/7/2022
00s,2009,Female,5,samantha,1832,11/7/2022
00s,2009,Female,6,natalie,1729,11/7/2022
00s,2009,Female,7,emma,1708,11/7/2022
00s,2009,Female,8,ashley,1618,11/7/2022
00s,2009,Female,9,abigail,1552,11/7/2022
00s,2009,Female,10,olivia,1550,11/7/2022
00s,2009,Female,11,ava,1338,11/7/2022
00s,2009,Female,12,elizabeth,1306,11/7/2022
00s,2009,Female,13,chloe,1304,11/7/2022
00s,2009,Female,14,valeria,1252,11/7/2022
00s,2009,Female,15,sofia,1231,11/7/2022
00s,2009,Female,16,madison,1216,11/7/2022
00s,2009,Female,17,alyssa,1204,11/7/2022
00s,2009,Female,18,brianna,1189,11/7/2022
00s,2009,Female,19,kimberly,1119,11/7/2022
00s,2009,Female,20,camila,1053,11/7/2022
00s,2009,Female,21,andrea,1050,11/7/2022
00s,2009,Female,22,alexa,1026,11/7/2022
00s,2009,Female,23,victoria,1002,11/7/2022
00s,2009,Female,24,alexis,980,11/7/2022
00s,2009,Female,24,evelyn,980,11/7/2022
00s,2009,Male,1,daniel,3390,11/7/2022
00s,2009,Male,2,anthony,3077,11/7/2022
00s,2009,Male,3,angel,3034,11/7/2022
00s,2009,Male,4,jacob,2954,11/7/2022
00s,2009,Male,5,alexander,2875,11/7/2022
00s,2009,Male,6,ethan,2667,11/7/2022
00s,2009,Male,7,david,2625,11/7/2022
00s,2009,Male,8,andrew,2580,11/7/2022
00s,2009,Male,9,matthew,2420,11/7/2022
00s,2009,Male,10,joshua,2407,11/7/2022
00s,2009,Male,11,christopher,2386,11/7/2022
00s,2009,Male,12,michael,2338,11/7/2022
00s,2009,Male,13,nathan,2334,11/7/2022
00s,2009,Male,14,jayden,2262,11/7/2022
00s,2009,Male,15,jose,2177,11/7/2022
00s,2009,Male,16,adrian,2099,11/7/2022
00s,2009,Male,17,joseph,2091,11/7/2022
00s,2009,Male,18,jonathan,2057,11/7/2022
00s,2009,Male,19,noah,2050,11/7/2022
00s,2009,Male,20,isaac,1855,11/7/2022
00s,2009,Male,21,aiden,1803,11/7/2022
00s,2009,Male,22,christian,1762,11/7/2022
00s,2009,Male,23,julian,1759,11/7/2022
00s,2009,Male,24,diego,1749,11/7/2022
00s,2009,Male,25,brandon,1720,11/7/2022
10s,2010,Female,1,isabella,3354,11/7/2022
10s,2010,Female,2,sophia,3352,11/7/2022
10s,2010,Female,3,emily,2385,11/7/2022
10s,2010,Female,4,mia,2008,11/7/2022
10s,2010,Female,5,emma,1774,11/7/2022
10s,2010,Female,6,samantha,1669,11/7/2022
10s,2010,Female,7,olivia,1630,11/7/2022
10s,2010,Female,8,abigail,1617,11/7/2022
10s,2010,Female,9,natalie,1466,11/7/2022
10s,2010,Female,10,ava,1403,11/7/2022
10s,2010,Female,11,sofia,1395,11/7/2022
10s,2010,Female,12,chloe,1366,11/7/2022
10s,2010,Female,13,ashley,1312,11/7/2022
10s,2010,Female,14,camila,1218,11/7/2022
10s,2010,Female,15,elizabeth,1119,11/7/2022
10s,2010,Female,16,victoria,1071,11/7/2022
10s,2010,Female,17,alyssa,1065,11/7/2022
10s,2010,Female,18,brianna,1052,11/7/2022
10s,2010,Female,19,madison,1034,11/7/2022
10s,2010,Female,20,kimberly,1002,11/7/2022
10s,2010,Female,21,alexa,991,11/7/2022
10s,2010,Female,22,valeria,981,11/7/2022
10s,2010,Female,23,evelyn,976,11/7/2022
10s,2010,Female,24,hailey,912,11/7/2022
10s,2010,Female,25,bella,902,11/7/2022
10s,2010,Male,1,jacob,3335,11/7/2022
10s,2010,Male,2,daniel,3132,11/7/2022
10s,2010,Male,3,anthony,2850,11/7/2022
10s,2010,Male,4,alexander,2593,11/7/2022
10s,2010,Male,5,angel,2553,11/7/2022
10s,2010,Male,6,ethan,2457,11/7/2022
10s,2010,Male,7,jayden,2431,11/7/2022
10s,2010,Male,8,david,2412,11/7/2022
10s,2010,Male,9,andrew,2372,11/7/2022
10s,2010,Male,10,nathan,2262,11/7/2022
10s,2010,Male,11,matthew,2216,11/7/2022
10s,2010,Male,12,joshua,2121,11/7/2022
10s,2010,Male,13,noah,2114,11/7/2022
10s,2010,Male,14,michael,2088,11/7/2022
10s,2010,Male,15,christopher,2027,11/7/2022
10s,2010,Male,16,jonathan,1987,11/7/2022
10s,2010,Male,17,adrian,1964,11/7/2022
10s,2010,Male,18,jose,1936,11/7/2022
10s,2010,Male,19,aiden,1935,11/7/2022
10s,2010,Male,20,julian,1904,11/7/2022
10s,2010,Male,21,joseph,1853,11/7/2022
10s,2010,Male,22,isaac,1765,11/7/2022
10s,2010,Male,23,gabriel,1635,11/7/2022
10s,2010,Male,24,christian,1594,11/7/2022
10s,2010,Male,25,brandon,1562,11/7/2022
10s,2011,Female,1,sophia,3549,11/7/2022
10s,2011,Female,2,isabella,3049,11/7/2022
10s,2011,Female,3,emily,2389,11/7/2022
10s,2011,Female,4,mia,2301,11/7/2022
10s,2011,Female,5,emma,2113,11/7/2022
10s,2011,Female,6,olivia,1785,11/7/2022
10s,2011,Female,7,sofia,1566,11/7/2022
10s,2011,Female,8,abigail,1556,11/7/2022
10s,2011,Female,9,samantha,1544,11/7/2022
10s,2011,Female,10,natalie,1488,11/7/2022
10s,2011,Female,11,camila,1449,11/7/2022
10s,2011,Female,12,ava,1373,11/7/2022
10s,2011,Female,13,victoria,1279,11/7/2022
10s,2011,Female,14,chloe,1272,11/7/2022
10s,2011,Female,15,elizabeth,1199,11/7/2022
10s,2011,Female,16,ashley,1152,11/7/2022
10s,2011,Female,17,madison,1104,11/7/2022
10s,2011,Female,18,evelyn,1058,11/7/2022
10s,2011,Female,19,kimberly,989,11/7/2022
10s,2011,Female,20,alyssa,932,11/7/2022
10s,2011,Female,20,andrea,932,11/7/2022
10s,2011,Female,22,hailey,929,11/7/2022
10s,2011,Female,23,ella,913,11/7/2022
10s,2011,Female,24,alexa,905,11/7/2022
10s,2011,Female,25,zoe,899,11/7/2022
10s,2011,Male,1,jacob,3153,11/7/2022
10s,2011,Male,2,daniel,2885,11/7/2022
10s,2011,Male,3,jayden,2744,11/7/2022
10s,2011,Male,4,anthony,2677,11/7/2022
10s,2011,Male,5,matthew,2459,11/7/2022
10s,2011,Male,6,alexander,2454,11/7/2022
10s,2011,Male,7,ethan,2384,11/7/2022
10s,2011,Male,8,david,2293,11/7/2022
10s,2011,Male,9,andrew,2278,11/7/2022
10s,2011,Male,10,nathan,2242,11/7/2022
10s,2011,Male,11,noah,2215,11/7/2022
10s,2011,Male,12,angel,2161,11/7/2022
10s,2011,Male,13,michael,2095,11/7/2022
10s,2011,Male,14,julian,1933,11/7/2022
10s,2011,Male,15,joshua,1906,11/7/2022
10s,2011,Male,16,aiden,1903,11/7/2022
10s,2011,Male,17,jonathan,1869,11/7/2022
10s,2011,Male,18,isaac,1863,11/7/2022
10s,2011,Male,19,mason,1830,11/7/2022
10s,2011,Male,20,adrian,1810,11/7/2022
10s,2011,Male,21,christopher,1773,11/7/2022
10s,2011,Male,22,joseph,1759,11/7/2022
10s,2011,Male,23,jose,1671,11/7/2022
10s,2011,Male,24,benjamin,1587,11/7/2022
10s,2011,Male,25,aaron,1530,11/7/2022
10s,2012,Female,1,sophia,3621,11/7/2022
10s,2012,Female,2,isabella,3085,11/7/2022
10s,2012,Female,3,emma,2437,11/7/2022
10s,2012,Female,4,emily,2419,11/7/2022
10s,2012,Female,5,mia,2315,11/7/2022
10s,2012,Female,6,olivia,1899,11/7/2022
10s,2012,Female,7,sofia,1679,11/7/2022
10s,2012,Female,8,abigail,1642,11/7/2022
10s,2012,Female,9,samantha,1444,11/7/2022
10s,2012,Female,10,camila,1412,11/7/2022
10s,2012,Female,11,ava,1405,11/7/2022
10s,2012,Female,12,victoria,1305,11/7/2022
