,img_url,Text
1421,background: url(https://www.famousbirthdays.com/thumbnails/morgan-alex-medium.jpg) no-repeat center center; background-size:cover;,"
45


Anna Saccone-Joly, 35

YouTube Star

"
1422,background: url(https://www.famousbirthdays.com/thumbnails/ablack-raymond-medium.jpg) no-repeat center center; background-size:cover;,"
46


GlitterForever17, 35

YouTube Star

"
1423,background: url(https://www.famousbirthdays.com/thumbnails/watts-garrett-medium.jpg) no-repeat center center; background-size:cover;,"
47


Michael Green, 35

YouTube Star

"
1424,background: url(https://www.famousbirthdays.com/thumbnails/nichole-ashley-medium.jpg) no-repeat center center; background-size:cover;,"
48


Aaron Carter (1987-2022)

Pop Singer

"
1425,background: url(https://www.famousbirthdays.com/thumbnails/monet-daniella-medium.jpg) no-repeat center center; background-size:cover;,1987 Movies
1426,background: url(https://www.famousbirthdays.com/thumbnails/gronkowski-rob-medium.jpg) no-repeat center center; background-size:cover;,1987 Shows
1427,background: url(https://www.famousbirthdays.com/thumbnails/graham-katerina-medium.jpg) no-repeat center center; background-size:cover;,Died in 1987
1428,background: url(https://www.famousbirthdays.com/thumbnails/bale-gareth-medium.jpg) no-repeat center center; background-size:cover;,"
1


Rihanna, 34

Pop Singer

"
1429,background: url(https://www.famousbirthdays.com/thumbnails/royce-prince-medium.jpg) no-repeat center center; background-size:cover;,"
2


Shane Dawson, 34

YouTube Star

"
1430,background: url(https://www.famousbirthdays.com/thumbnails/edwards-kevin-medium.jpg) no-repeat center center; background-size:cover;,"
3


Stephen Curry, 34

Basketball Player

"
1431,background: url(https://www.famousbirthdays.com/thumbnails/johnson-dakota-medium.jpg) no-repeat center center; background-size:cover;,"
4


Adele, 34

Pop Singer

"
1432,background: url(https://www.famousbirthdays.com/thumbnails/thetravelinggamer-medium.jpg) no-repeat center center; background-size:cover;,"
5


Trisha Paytas, 34

YouTube Star

"
1433,background: url(https://www.famousbirthdays.com/thumbnails/miller-noel-medium.jpg) no-repeat center center; background-size:cover;,"
6


Lizzo, 34

Pop Singer

"
1434,background: url(https://www.famousbirthdays.com/thumbnails/james-lily-medium.jpg) no-repeat center center; background-size:cover;,"
7


Lilly Singh, 34

YouTube Star

"
1435,background: url(https://www.famousbirthdays.com/thumbnails/lanning-missy-medium.jpg) no-repeat center center; background-size:cover;,"
8


Vanessa Hudgens, 34

Movie Actress

"
1436,background: url(https://www.famousbirthdays.com/thumbnails/martello-gianna-medium.jpg) no-repeat center center; background-size:cover;,"
9


PopularMMOs, 34

YouTube Star

"
1437,background: url(https://www.famousbirthdays.com/thumbnails/watt-j-j-medium.jpg) no-repeat center center; background-size:cover;,"
10


Blac Chyna, 34

Model

"
1438,background: url(https://www.famousbirthdays.com/thumbnails/penajr-carlos-medium.jpg) no-repeat center center; background-size:cover;,"
11


Jessie J, 34

Pop Singer

"
1439,background: url(https://www.famousbirthdays.com/thumbnails/harden-james-medium.jpg) no-repeat center center; background-size:cover;,"
12


Ssundee, 34

YouTube Star

"
1440,background: url(https://www.famousbirthdays.com/thumbnails/watson-emma-medium.jpg) no-repeat center center; background-size:cover;,"
13


King Bach, 34

TV Actor

"
1441,background: url(https://www.famousbirthdays.com/thumbnails/weeknd-the-medium.jpg) no-repeat center center; background-size:cover;,"
14


Rupert Grint, 34

Movie Actor

"
1442,background: url(https://www.famousbirthdays.com/thumbnails/burriss-alex-medium.jpg) no-repeat center center; background-size:cover;,"
15


Emma Stone, 34

Movie Actress

"
1443,background: url(https://www.famousbirthdays.com/thumbnails/paiz-catherine-medium.jpg) no-repeat center center; background-size:cover;,"
16


Tristan Tate, 34

Kickboxer

"
1444,background: url(https://www.famousbirthdays.com/thumbnails/jacksepticeye-medium.jpg) no-repeat center center; background-size:cover;,"
17


Tyler Joseph, 34

Rock Singer

"
1445,background: url(https://www.famousbirthdays.com/thumbnails/sugg-zoe-medium.jpg) no-repeat center center; background-size:cover;,"
18


Jhené Aiko, 34

R&B Singer

"
1446,background: url(https://www.famousbirthdays.com/thumbnails/gloom-medium.jpg) no-repeat center center; background-size:cover;,"
19


Kevin Durant, 34

Basketball Player

"
1447,background: url(https://www.famousbirthdays.com/thumbnails/lawrence-jennifer-medium.jpg) no-repeat center center; background-size:cover;,"
20


Kinigra Deon, 34

YouTube Star

"
1448,background: url(https://www.famousbirthdays.com/thumbnails/baker-richard-medium.jpg) no-repeat center center; background-size:cover;,"
21


A$AP Rocky, 34

Rapper

"
1449,background: url(https://www.famousbirthdays.com/thumbnails/demie-alexa-medium.jpg) no-repeat center center; background-size:cover;,"
22


Josh Dun, 34

Drummer

"
1450,background: url(https://www.famousbirthdays.com/thumbnails/sangster-thomas-medium.jpg) no-repeat center center; background-size:cover;,"
23


Simply Nailogical, 34

YouTube Star

"
1451,background: url(https://www.famousbirthdays.com/thumbnails/robbie-margot-medium.jpg) no-repeat center center; background-size:cover;,"
24


Jamie Campbell Bower, 34

Movie Actor

"
1452,background: url(https://www.famousbirthdays.com/thumbnails/gustin-grant-medium.jpg) no-repeat center center; background-size:cover;,"
25


iHasCupquake, 34

YouTube Star

"
1453,background: url(https://www.famousbirthdays.com/thumbnails/azalea-iggy-medium.jpg) no-repeat center center; background-size:cover;,"
26


Big Sean, 34

Rapper

"
1454,background: url(https://www.famousbirthdays.com/thumbnails/higa-ryan-medium.jpg) no-repeat center center; background-size:cover;,"
27


Claire Holt, 34

TV Actress

"
1455,background: url(https://www.famousbirthdays.com/thumbnails/stewart-kristen-medium.jpg) no-repeat center center; background-size:cover;,"
28


Philza, 34

YouTube Star

"
1456,background: url(https://www.famousbirthdays.com/thumbnails/hemsworth-liam-medium.jpg) no-repeat center center; background-size:cover;,"
29


Melissa Benoist, 34

TV Actress

"
1457,background: url(https://www.famousbirthdays.com/thumbnails/garrett-joseph-medium.jpg) no-repeat center center; background-size:cover;,"
30


Conor McGregor, 34

MMA Fighter

"
1458,background: url(https://www.famousbirthdays.com/thumbnails/ko-cody-medium.jpg) no-repeat center center; background-size:cover;,"
31


Lil Dicky, 34

Rapper

"
1459,background: url(https://www.famousbirthdays.com/thumbnails/bryson-hall-robert-medium.jpg) no-repeat center center; background-size:cover;,"
32


Melissa Metrano, 34

TikTok Star

"
1460,background: url(https://www.famousbirthdays.com/thumbnails/nasty-cash-medium.jpg) no-repeat center center; background-size:cover;,"
33


Brenda Song, 34

TV Actress

"
1461,background: url(https://www.famousbirthdays.com/thumbnails/ora-rita-medium.jpg) no-repeat center center; background-size:cover;,"
34


Chris Wood, 34

TV Actor

"
1462,background: url(https://www.famousbirthdays.com/thumbnails/king-zach-medium.jpg) no-repeat center center; background-size:cover;,"
35


Blippi, 34

YouTube Star

"
1463,background: url(https://www.famousbirthdays.com/thumbnails/fouseytube-medium.jpg) no-repeat center center; background-size:cover;,"
36


Nikki Reed, 34

Movie Actress

"
1464,background: url(https://www.famousbirthdays.com/thumbnails/hyland-sarah-medium.jpg) no-repeat center center; background-size:cover;,"
37


Russell Westbrook, 34

Basketball Player

"
1465,background: url(https://www.famousbirthdays.com/thumbnails/kim-jonghyun-medium.jpg) no-repeat center center; background-size:cover;,"
38


Robert Lewandowski, 34

Soccer Player

"
1466,background: url(https://www.famousbirthdays.com/thumbnails/johnson-aaron-medium.jpg) no-repeat center center; background-size:cover;,"
39


Laura Lee, 34

YouTube Star

"
1467,background: url(https://www.famousbirthdays.com/thumbnails/skarsgard-bill-medium.jpg) no-repeat center center; background-size:cover;,"
40


Roomie, 34

YouTube Star

"
1468,background: url(https://www.famousbirthdays.com/thumbnails/biersack-andy-medium.jpg) no-repeat center center; background-size:cover;,"
41


Russell Wilson, 34

Football Player

"
1469,background: url(https://www.famousbirthdays.com/thumbnails/gamingwithjen-medium.jpg) no-repeat center center; background-size:cover;,"
42


Zoë Kravitz, 34


Movie Actress

"
1470,background: url(https://www.famousbirthdays.com/thumbnails/moreland-bryant-medium.jpg) no-repeat center center; background-size:cover;,"
43


Ana de Armas, 34

TV Actress

"
1471,background: url(https://www.famousbirthdays.com/thumbnails/idubbbztv-medium.jpg) no-repeat center center; background-size:cover;,"
44


Matthias, 34

YouTube Star

"
1472,background: url(https://www.famousbirthdays.com/thumbnails/boy-soulja-medium.jpg) no-repeat center center; background-size:cover;,"
45


Hayley Williams, 34

Rock Singer

"
1473,background: url(https://www.famousbirthdays.com/thumbnails/castee-elton-medium.jpg) no-repeat center center; background-size:cover;,"
46


Jeremy Lynch, 34

YouTube Star

"
1474,background: url(https://www.famousbirthdays.com/thumbnails/blackbear-medium.jpg) no-repeat center center; background-size:cover;,"
47


James Arthur, 34

Pop Singer

"
1475,background: url(https://www.famousbirthdays.com/thumbnails/johnson-royalty-medium.jpg) no-repeat center center; background-size:cover;,"
48


SwaggerSouls, 34

YouTube Star

"
1476,background: url(https://www.famousbirthdays.com/thumbnails/simone-b-medium.jpg) no-repeat center center; background-size:cover;,1988 Movies
1477,background: url(https://www.famousbirthdays.com/thumbnails/burnham-bo-medium.jpg) no-repeat center center; background-size:cover;,1988 Shows
1478,background: url(https://www.famousbirthdays.com/thumbnails/mitski-medium.jpg) no-repeat center center; background-size:cover;,Died in 1988
1479,background: url(https://www.famousbirthdays.com/thumbnails/ramsey-jonbenet-medium.jpg) no-repeat center center; background-size:cover;,"
1


Taylor Swift, 33

Pop Singer

"
1480,background: url(https://www.famousbirthdays.com/thumbnails/montzingo-peet-medium.jpg) no-repeat center center; background-size:cover;,"
2


PewDiePie, 33

YouTube Star

"
1481,background: url(https://www.famousbirthdays.com/thumbnails/jojo-medium.jpg) no-repeat center center; background-size:cover;,"
3


SZA, 33

R&B Singer

"
1482,background: url(https://www.famousbirthdays.com/thumbnails/kingzippy-medium.jpg) no-repeat center center; background-size:cover;,"
4


Chris Brown, 33

R&B Singer

"
1483,background: url(https://www.famousbirthdays.com/thumbnails/soto-ashley-medium.jpg) no-repeat center center; background-size:cover;,"
5


CJ So Cool, 33

YouTube Star

"
1484,background: url(https://www.famousbirthdays.com/thumbnails/combs-luke-medium.jpg) no-repeat center center; background-size:cover;,"
6


Nina Dobrev, 34

TV Actress

"
1485,background: url(https://www.famousbirthdays.com/thumbnails/thompson-klay-medium.jpg) no-repeat center center; background-size:cover;,"
7


Markiplier, 33

YouTube Star

"
1486,background: url(https://www.famousbirthdays.com/thumbnails/london-oli-medium.jpg) no-repeat center center; background-size:cover;,"
8


Daniel Radcliffe, 33

Movie Actor

"
1487,background: url(https://www.famousbirthdays.com/thumbnails/etika-medium.jpg) no-repeat center center; background-size:cover;,"
9


Jason Derulo, 33

Pop Singer

"
1488,background: url(https://www.famousbirthdays.com/thumbnails/obrien-dylan-medium.jpg) no-repeat center center; background-size:cover;,"
10


Elizabeth Olsen, 33

Movie Actress

"
1489,background: url(https://www.famousbirthdays.com/thumbnails/dantdm-medium.jpg) no-repeat center center; background-size:cover;,"
11


Brianne Howey, 33

TV Actress

"
1490,background: url(https://www.famousbirthdays.com/thumbnails/tomlinson-louis-medium.jpg) no-repeat center center; background-size:cover;,"
12


Avicii (1989-2018)

DJ

"
1491,background: url(https://www.famousbirthdays.com/thumbnails/sheeran-ed-medium.jpg) no-repeat center center; background-size:cover;,"
13


LaurenzSide, 33

YouTube Star

"
1492,background: url(https://www.famousbirthdays.com/thumbnails/scott-travis-medium.jpg) no-repeat center center; background-size:cover;,"
14


Tyga, 33

Rapper

"
1493,background: url(https://www.famousbirthdays.com/thumbnails/blevins-tyler-medium.jpg) no-repeat center center; background-size:cover;,"
15


Aphmau, 33

YouTube Star

"
1494,background: url(https://www.famousbirthdays.com/thumbnails/puth-charlie-medium.jpg) no-repeat center center; background-size:cover;,"
16


Lucy Hale, 33

TV Actress

"
1495,background: url(https://www.famousbirthdays.com/thumbnails/dababy-medium.jpg) no-repeat center center; background-size:cover;,"
17


Jeff Wittek, 33

Stylist

"
1496,background: url(https://www.famousbirthdays.com/thumbnails/butler-austin-medium.jpg) no-repeat center center; background-size:cover;,"
18


Joe Jonas, 33

Pop Singer

"
1497,background: url(https://www.famousbirthdays.com/thumbnails/creator-tyler-medium.jpg) no-repeat center center; background-size:cover;,"
19


Bebe Rexha, 33

Pop Singer

"
1498,background: url(https://www.famousbirthdays.com/thumbnails/town-topher-medium.jpg) no-repeat center center; background-size:cover;,"
20


Lily Collins, 33

Movie Actress

"
1499,background: url(https://www.famousbirthdays.com/thumbnails/azzyland-medium.jpg) no-repeat center center; background-size:cover;,"
21


Aaron Burriss, 33

YouTube Star

"
1500,background: url(https://www.famousbirthdays.com/thumbnails/sugg-joe-medium.jpg) no-repeat center center; background-size:cover;,"
22


Ashley Benson, 33
 
TV Actress

"
1501,background: url(https://www.famousbirthdays.com/thumbnails/graceffa-joey-medium.jpg) no-repeat center center; background-size:cover;,"
23


Phoebe Tonkin, 33

TV Actress

"
1502,background: url(https://www.famousbirthdays.com/thumbnails/fabito-roi-medium.jpg) no-repeat center center; background-size:cover;,"
24


Tyler Oakley, 33

YouTube Star

"
1503,background: url(https://www.famousbirthdays.com/thumbnails/hanna-gabrielle-medium.jpg) no-repeat center center; background-size:cover;,"
25


Thomas Sanders, 33

YouTube Star

"
1504,background: url(https://www.famousbirthdays.com/thumbnails/cephus-kiari-medium.jpg) no-repeat center center; background-size:cover;,"
26


Dr Mike, 33

YouTube Star

"
1505,background: url(https://www.famousbirthdays.com/thumbnails/howell-dan-medium.jpg) no-repeat center center; background-size:cover;,"
27


Matty Healy, 33

Rock Singer

"
1506,background: url(https://www.famousbirthdays.com/thumbnails/cerny-amanda-medium.jpg) no-repeat center center; background-size:cover;,"
28


G-Eazy, 33

Rapper

"
1507,background: url(https://www.famousbirthdays.com/thumbnails/wap-fetty-medium.jpg) no-repeat center center; background-size:cover;,"
29


Patrick Starrr, 33

YouTube Star

"
1508,background: url(https://www.famousbirthdays.com/thumbnails/clark-jordan-medium.jpg) no-repeat center center; background-size:cover;,"
30


Alex Morgan, 33

Soccer Player

"
1509,background: url(https://www.famousbirthdays.com/thumbnails/roberts-emma-medium.jpg) no-repeat center center; background-size:cover;,"
31


Raymond Ablack, 33

TV Actor

"
1510,background: url(https://www.famousbirthdays.com/thumbnails/marshall-quavious-medium.jpg) no-repeat center center; background-size:cover;,"
32


Garrett Watts, 33

YouTube Star

"
1511,background: url(https://www.famousbirthdays.com/thumbnails/posey-tyler-medium.jpg) no-repeat center center; background-size:cover;,"
33


Ashley Nichole, 33

YouTube Star

"
1512,background: url(https://www.famousbirthdays.com/thumbnails/banks-ricky-medium.jpg) no-repeat center center; background-size:cover;,"
34


Daniella Monet, 33

TV Actress

"
1513,background: url(https://www.famousbirthdays.com/thumbnails/anne-marie-medium.jpg) no-repeat center center; background-size:cover;,"
35


Rob Gronkowski, 33

Football Player

"
1514,background: url(https://www.famousbirthdays.com/thumbnails/ballinger-rachel-medium.jpg) no-repeat center center; background-size:cover;,"
36


Kat Graham, 33

TV Actress

"
1515,background: url(https://www.famousbirthdays.com/thumbnails/spears-jamielynn-medium.jpg) no-repeat center center; background-size:cover;,"
37


Gareth Bale, 33

Soccer Player

"
1516,background: url(https://www.famousbirthdays.com/thumbnails/thug-young-medium.jpg) no-repeat center center; background-size:cover;,"
38


Prince Royce, 33

Pop Singer

"
1517,background: url(https://www.famousbirthdays.com/thumbnails/adams-ryland-medium.jpg) no-repeat center center; background-size:cover;,"
39


GamingWithKev, 33

YouTube Star

"
1518,background: url(https://www.famousbirthdays.com/thumbnails/smith-toddy-medium.jpg) no-repeat center center; background-size:cover;,"
40


Dakota Johnson, 33

Movie Actress

"
1519,background: url(https://www.famousbirthdays.com/thumbnails/karol-g-medium.jpg) no-repeat center center; background-size:cover;,"
41


ZackTTG, 33

Twitch Star

"
1520,background: url(https://www.famousbirthdays.com/thumbnails/nf-medium.jpg) no-repeat center center; background-size:cover;,"
42


Noel Miller, 33

YouTube Star

"
1521,background: url(https://www.famousbirthdays.com/thumbnails/bontempo-madison-medium.jpg) no-repeat center center; background-size:cover;,"
43


Lily James, 33

TV Actress

"
1522,background: url(https://www.famousbirthdays.com/thumbnails/zailetsplay-medium.jpg) no-repeat center center; background-size:cover;,"
44


Missy Lanning, 33

YouTube Star

"
1523,background: url(https://www.famousbirthdays.com/thumbnails/allen-rakim-rapper-medium.jpg) no-repeat center center; background-size:cover;,"
45


Gianna Martello, 33

Reality Star

"
1524,background: url(https://www.famousbirthdays.com/thumbnails/atwood-brittney-medium.jpg) no-repeat center center; background-size:cover;,"
46


JJ Watt, 33

Football Player

"
1525,background: url(https://www.famousbirthdays.com/thumbnails/sykkuno-medium.jpg) no-repeat center center; background-size:cover;,"
47


Carlos PenaVega, 33

TV Actor

"
1526,background: url(https://www.famousbirthdays.com/thumbnails/thompson-tristan-medium.jpg) no-repeat center center; background-size:cover;,"
48


James Harden, 33

Basketball Player

"
1527,background: url(https://www.famousbirthdays.com/thumbnails/jibawi-anwar-medium.jpg) no-repeat center center; background-size:cover;,1989 Movies
1528,background: url(https://www.famousbirthdays.com/thumbnails/nelson-jesy-medium.jpg) no-repeat center center; background-size:cover;,1989 Shows
1529,background: url(https://www.famousbirthdays.com/thumbnails/pinnock-leigh-anne-medium.jpg) no-repeat center center; background-size:cover;,Died in 1989
1530,background: url(https://www.famousbirthdays.com/thumbnails/moneybagg-yo-medium.jpg) no-repeat center center; background-size:cover;,"
1


Emma Watson, 32

Movie Actress

"
1531,background: url(https://www.famousbirthdays.com/thumbnails/wright-bonnie-medium.jpg) no-repeat center center; background-size:cover;,"
2


The Weeknd, 32

R&B Singer

"
1532,background: url(https://www.famousbirthdays.com/thumbnails/woodley-shailene-medium.jpg) no-repeat center center; background-size:cover;,"
3


Alex Wassabi, 32

YouTube Star

"
1533,background: url(https://www.famousbirthdays.com/thumbnails/farris-brandon-medium.jpg) no-repeat center center; background-size:cover;,"
4


Catherine Paiz, 32

Instagram Star

"
1534,background: url(https://www.famousbirthdays.com/thumbnails/ratajkowski-emily-medium.jpg) no-repeat center center; background-size:cover;,"
5


Jacksepticeye, 32

YouTube Star

"
1535,background: url(https://www.famousbirthdays.com/thumbnails/mecham-ellie-medium.jpg) no-repeat center center; background-size:cover;,"
6


Zoe Sugg, 32

YouTube Star

"
1536,background: url(https://www.famousbirthdays.com/thumbnails/neymar-medium.jpg) no-repeat center center; background-size:cover;,"
7


Gloom, 32

YouTube Star

"
1537,background: url(https://www.famousbirthdays.com/thumbnails/gomez-selena-medium.jpg) no-repeat center center; background-size:cover;,"
8


Jennifer Lawrence, 32

Movie Actress

"
1538,background: url(https://www.famousbirthdays.com/thumbnails/b-cardi-medium.jpg) no-repeat center center; background-size:cover;,"
9


Machine Gun Kelly, 32

Rapper

"
1539,background: url(https://www.famousbirthdays.com/thumbnails/sssniperwolf-medium.jpg) no-repeat center center; background-size:cover;,"
10


Alexa Demie, 32

Movie Actress

"
1540,background: url(https://www.famousbirthdays.com/thumbnails/sprouse-cole-medium.jpg) no-repeat center center; background-size:cover;,"
11


Thomas Brodie-Sangster, 32

TV Actor

"
1541,background: url(https://www.famousbirthdays.com/thumbnails/cyrus-miley-medium.jpg) no-repeat center center; background-size:cover;,"
12


Margot Robbie, 32

Movie Actress

"
1542,background: url(https://www.famousbirthdays.com/thumbnails/lovato-demi-medium.jpg) no-repeat center center; background-size:cover;,"
13


Grant Gustin, 33

TV Actor

"
1543,background: url(https://www.famousbirthdays.com/thumbnails/mcbroom-austin-medium.jpg) no-repeat center center; background-size:cover;,"
14


Iggy Azalea, 32

Rapper

"
1544,background: url(https://www.famousbirthdays.com/thumbnails/costell-erika-medium.jpg) no-repeat center center; background-size:cover;,"
15


Ryan Higa, 32

YouTube Star

"
1545,background: url(https://www.famousbirthdays.com/thumbnails/coryxkenshin-medium.jpg) no-repeat center center; background-size:cover;,"
16


Kristen Stewart, 32

Movie Actress

"
1546,background: url(https://www.famousbirthdays.com/thumbnails/stocking-hannah-medium.jpg) no-repeat center center; background-size:cover;,"
17


Liam Hemsworth, 33

Movie Actor

"
1547,background: url(https://www.famousbirthdays.com/thumbnails/jonas-nick-medium.jpg) no-repeat center center; background-size:cover;,"
18


Stampy, 32

YouTube Star

"
1548,background: url(https://www.famousbirthdays.com/thumbnails/keery-joe-medium.jpg) no-repeat center center; background-size:cover;,"
19


Cody Ko, 32

YouTube Star

"
1549,background: url(https://www.famousbirthdays.com/thumbnails/durk-lil-medium.jpg) no-repeat center center; background-size:cover;,"
20


Logic, 32

Rapper

"
1550,background: url(https://www.famousbirthdays.com/thumbnails/marshmello-medium.jpg) no-repeat center center; background-size:cover;,"
21


Cash Nasty, 32

YouTube Star

"
1551,background: url(https://www.famousbirthdays.com/thumbnails/savage-21-medium.jpg) no-repeat center center; background-size:cover;,"
22


Rita Ora, 32

Pop Singer

"
1552,background: url(https://www.famousbirthdays.com/thumbnails/stokes-chase-medium.jpg) no-repeat center center; background-size:cover;,"
23


Zach King, 32

YouTube Star

"
1553,background: url(https://www.famousbirthdays.com/thumbnails/ldshadowlady-lizzie-medium.jpg) no-repeat center center; background-size:cover;,"
24


fouseyTUBE, 32

YouTube Star

"
1554,background: url(https://www.famousbirthdays.com/thumbnails/miniminter-medium.jpg) no-repeat center center; background-size:cover;,"
25


Sarah Hyland, 32

TV Actress

"
1555,background: url(https://www.famousbirthdays.com/thumbnails/nikocado-avocado-medium.jpg) no-repeat center center; background-size:cover;,"
26


Jonghyun (1990-2017)

Pop Singer

"
1556,background: url(https://www.famousbirthdays.com/thumbnails/jin-medium.jpg) no-repeat center center; background-size:cover;,"
27


Aaron Taylor-Johnson, 32

Movie Actor

"
1557,background: url(https://www.famousbirthdays.com/thumbnails/caylen-jc-medium.jpg) no-repeat center center; background-size:cover;,"
28


Bill Skarsgård, 32

Movie Actor

"
1558,background: url(https://www.famousbirthdays.com/thumbnails/miller-mac-medium.jpg) no-repeat center center; background-size:cover;,"
29


Andy Biersack, 32

Rock Singer

"
1559,background: url(https://www.famousbirthdays.com/thumbnails/smith-sam-medium.jpg) no-repeat center center; background-size:cover;,"
30


GamingWithJen, 32

YouTube Star

"
1560,background: url(https://www.famousbirthdays.com/thumbnails/lautner-taylor-medium.jpg) no-repeat center center; background-size:cover;,"
31


EDP445, 32

YouTube Star

"
1561,background: url(https://www.famousbirthdays.com/thumbnails/sprouse-dylan-medium.jpg) no-repeat center center; background-size:cover;,"
32


iDubbbzTV, 32

YouTube Star

"
1562,background: url(https://www.famousbirthdays.com/thumbnails/mccurdy-jennette-medium.jpg) no-repeat center center; background-size:cover;,"
33


Soulja Boy, 32

Rapper

"
1563,background: url(https://www.famousbirthdays.com/thumbnails/valkyrae-medium.jpg) no-repeat center center; background-size:cover;,"
34


Elton Castee, 32

YouTube Star

"
1564,background: url(https://www.famousbirthdays.com/thumbnails/fong-evan-medium.jpg) no-repeat center center; background-size:cover;,"
35


blackbear, 32

Pop Singer

"
1565,background: url(https://www.famousbirthdays.com/thumbnails/prince-damien-medium.jpg) no-repeat center center; background-size:cover;,"
36


Royalty Johnson, 32

Instagram Star

"
1566,background: url(https://www.famousbirthdays.com/thumbnails/beckham-odell-medium.jpg) no-repeat center center; background-size:cover;,"
37


B. Simone, 32

R&B Singer

"
1567,background: url(https://www.famousbirthdays.com/thumbnails/hijazi-zane-medium.jpg) no-repeat center center; background-size:cover;,"
38


Bo Burnham, 32

Comedian

"
1568,background: url(https://www.famousbirthdays.com/thumbnails/delevingne-cara-medium.jpg) no-repeat center center; background-size:cover;,"
39


Mitski, 32

Rock Singer

"
1569,background: url(https://www.famousbirthdays.com/thumbnails/bailey-madilyn-medium.jpg) no-repeat center center; background-size:cover;,"
40


JonBenet Ramsey (1990-1996)


"
1570,background: url(https://www.famousbirthdays.com/thumbnails/thirlwall-jade-medium.jpg) no-repeat center center; background-size:cover;,"
41


Peet Montzingo, 32

TikTok Star

"
1571,background: url(https://www.famousbirthdays.com/thumbnails/zerker-josh-medium.jpg) no-repeat center center; background-size:cover;,"
42


 JoJo, 32

Pop Singer

"
1572,background: url(https://www.famousbirthdays.com/thumbnails/irving-kyrie-medium.jpg) no-repeat center center; background-size:cover;,"
43


kingzippy, 32

TikTok Star

"
1573,background: url(https://www.famousbirthdays.com/thumbnails/sire-scotty-medium.jpg) no-repeat center center; background-size:cover;,"
44


Ashlay Soto, 32

TikTok Star

"
1574,background: url(https://www.famousbirthdays.com/thumbnails/lanez-tory-medium.jpg) no-repeat center center; background-size:cover;,"
45


Luke Combs, 32

Country Singer

"
1575,background: url(https://www.famousbirthdays.com/thumbnails/mancuso-rudy-medium.jpg) no-repeat center center; background-size:cover;,"
46


Klay Thompson, 32

Basketball Player

"
1576,background: url(https://www.famousbirthdays.com/thumbnails/hutcherson-josh-medium.jpg) no-repeat center center; background-size:cover;,"
47


Oli London, 33

Instagram Star

"
1577,background: url(https://www.famousbirthdays.com/thumbnails/salah-mohamed-medium.jpg) no-repeat center center; background-size:cover;,"
48


Etika (1990-2019)

YouTube Star

"
1578,background: url(https://www.famousbirthdays.com/thumbnails/banks-sasha-medium.jpg) no-repeat center center; background-size:cover;,1990 Movies
1579,background: url(https://www.famousbirthdays.com/thumbnails/mendler-bridgit-medium.jpg) no-repeat center center; background-size:cover;,1990 Shows
1580,background: url(https://www.famousbirthdays.com/thumbnails/typicalgamer-medium.jpg) no-repeat center center; background-size:cover;,Died in 1990
1581,background: url(https://www.famousbirthdays.com/thumbnails/dcyoungfly-medium.jpg) no-repeat center center; background-size:cover;,"
1


Dylan O'Brien, 31

TV Actor

"
1582,background: url(https://www.famousbirthdays.com/thumbnails/paintingrainbows-medium.jpg) no-repeat center center; background-size:cover;,"
2


DanTDM, 31

YouTube Star

"
1583,background: url(https://www.famousbirthdays.com/thumbnails/candy-ken-medium.jpg) no-repeat center center; background-size:cover;,"
3


Louis Tomlinson, 31

Pop Singer

"
1584,background: url(https://www.famousbirthdays.com/thumbnails/grande-ariana-medium.jpg) no-repeat center center; background-size:cover;,"
4


Ed Sheeran, 31

Pop Singer

"
1585,background: url(https://www.famousbirthdays.com/thumbnails/olatunji-olajide-medium.jpg) no-repeat center center; background-size:cover;,"
5


Travis Scott, 31

Rapper

"
1586,background: url(https://www.famousbirthdays.com/thumbnails/trainor-meghan-medium.jpg) no-repeat center center; background-size:cover;,"
6


Ninja, 31

Twitch Star

"
1587,background: url(https://www.famousbirthdays.com/thumbnails/malik-zayn-medium.jpg) no-repeat center center; background-size:cover;,"
7


Charlie Puth, 31

Pop Singer

"
1588,background: url(https://www.famousbirthdays.com/thumbnails/soutas-savannah-medium.jpg) no-repeat center center; background-size:cover;,"
8


DaBaby, 31

Rapper

"
1589,background: url(https://www.famousbirthdays.com/thumbnails/horan-niall-medium.jpg) no-repeat center center; background-size:cover;,"
9


Austin Butler, 31

TV Actor

"
1590,background: url(https://www.famousbirthdays.com/thumbnails/ryan-debby-medium.jpg) no-repeat center center; background-size:cover;,"
10


Tyler The Creator, 31

Rapper

"
1591,background: url(https://www.famousbirthdays.com/thumbnails/payne-liam-medium.jpg) no-repeat center center; background-size:cover;,"
11


Topher, 31

TikTok Star

"
1592,background: url(https://www.famousbirthdays.com/thumbnails/justice-victoria-medium.jpg) no-repeat center center; background-size:cover;,"
12


Azzyland, 31

YouTube Star

"
1593,background: url(https://www.famousbirthdays.com/thumbnails/carson-sofia-medium.jpg) no-repeat center center; background-size:cover;,"
13


Joe Sugg, 31

YouTube Star

"
1594,background: url(https://www.famousbirthdays.com/thumbnails/riihimaki-lauren-youtubestar-medium.jpg) no-repeat center center; background-size:cover;,"
14


Joey Graceffa, 31

YouTube Star

"
1595,background: url(https://www.famousbirthdays.com/thumbnails/yoongi-min-medium.jpg) no-repeat center center; background-size:cover;,"
15


Guava Juice, 31

YouTube Star

"
