,img_url,Text
1596,background: url(https://www.famousbirthdays.com/thumbnails/marie-alisha-medium.jpg) no-repeat center center; background-size:cover;,"
16


Gabbie Hanna, 31

YouTube Star

"
1597,background: url(https://www.famousbirthdays.com/thumbnails/ashe-leah-medium.jpg) no-repeat center center; background-size:cover;,"
17


Offset, 31

Rapper

"
1598,background: url(https://www.famousbirthdays.com/thumbnails/davidson-pete-medium.jpg) no-repeat center center; background-size:cover;,"
18


Daniel Howell, 31

YouTube Star

"
1599,background: url(https://www.famousbirthdays.com/thumbnails/cosgrove-miranda-medium.jpg) no-repeat center center; background-size:cover;,"
19


Amanda Cerny, 31

YouTube Star

"
1600,background: url(https://www.famousbirthdays.com/thumbnails/gillies-elizabeth-medium.jpg) no-repeat center center; background-size:cover;,"
20


Fetty Wap, 31

Rapper

"
1601,background: url(https://www.famousbirthdays.com/thumbnails/cruikshank-lucas-medium.jpg) no-repeat center center; background-size:cover;,"
21


Jordan Clark, 31

Dancer

"
1602,background: url(https://www.famousbirthdays.com/thumbnails/wallen-morgan-medium.jpg) no-repeat center center; background-size:cover;,"
22


Emma Roberts, 31

TV Actress

"
1603,background: url(https://www.famousbirthdays.com/thumbnails/sharer-carter-medium.jpg) no-repeat center center; background-size:cover;,"
23


Quavo, 31

Rapper

"
1604,background: url(https://www.famousbirthdays.com/thumbnails/edwards-perrie-popsinger-medium.jpg) no-repeat center center; background-size:cover;,"
24


Tyler Posey, 31

TV Actor

"
1605,background: url(https://www.famousbirthdays.com/thumbnails/aiken-alastair-medium.jpg) no-repeat center center; background-size:cover;,"
25


FaZe Banks, 31

YouTube Star

"
1606,background: url(https://www.famousbirthdays.com/thumbnails/dobre-cyrus-medium.jpg) no-repeat center center; background-size:cover;,"
26


Anne-Marie, 31

Pop Singer

"
1607,background: url(https://www.famousbirthdays.com/thumbnails/wolfieraps-medium.jpg) no-repeat center center; background-size:cover;,"
27


Rachel Ballinger, 31

YouTube Star

"
1608,background: url(https://www.famousbirthdays.com/thumbnails/hall-brooke-medium.jpg) no-repeat center center; background-size:cover;,"
28


Jamie Lynn Spears, 31

TV Actress

"
1609,background: url(https://www.famousbirthdays.com/thumbnails/gizmo-daniel-medium.jpg) no-repeat center center; background-size:cover;,"
29


Young Thug, 31

Rapper

"
1610,background: url(https://www.famousbirthdays.com/thumbnails/saleh-adam-medium.jpg) no-repeat center center; background-size:cover;,"
30


Ryland Adams, 31

YouTube Star

"
1611,background: url(https://www.famousbirthdays.com/thumbnails/frank-filthy-medium.jpg) no-repeat center center; background-size:cover;,"
31


Toddy Smith, 31

Instagram Star

"
1612,background: url(https://www.famousbirthdays.com/thumbnails/deyes-alfie-medium.jpg) no-repeat center center; background-size:cover;,"
32


Karol G, 31

Reggaeton Singer

"
1613,background: url(https://www.famousbirthdays.com/thumbnails/starkey-drew-medium.jpg) no-repeat center center; background-size:cover;,"
33


NF, 31

Rapper

"
1614,background: url(https://www.famousbirthdays.com/thumbnails/kane-harry-medium.jpg) no-repeat center center; background-size:cover;,"
34


Madison Fisher, 31

YouTube Star

"
1615,background: url(https://www.famousbirthdays.com/thumbnails/palmer-keke-medium.jpg) no-repeat center center; background-size:cover;,"
35


ZaiLetsPlay, 31

YouTube Star

"
1616,background: url(https://www.famousbirthdays.com/thumbnails/villa-alfredo-medium.jpg) no-repeat center center; background-size:cover;,"
36


PnB Rock (1991-2022)

Rapper

"
1617,background: url(https://www.famousbirthdays.com/thumbnails/sarkis-inanna-medium.jpg) no-repeat center center; background-size:cover;,"
37


Brittney Atwood, 31

YouTube Star

"
1618,background: url(https://www.famousbirthdays.com/thumbnails/tan-jianhao-medium.jpg) no-repeat center center; background-size:cover;,"
38


Sykkuno, 31

YouTube Star

"
1619,background: url(https://www.famousbirthdays.com/thumbnails/saweetie-medium.jpg) no-repeat center center; background-size:cover;,"
39


Tristan Thompson, 31

Basketball Player

"
1620,background: url(https://www.famousbirthdays.com/thumbnails/goldenglare-medium.jpg) no-repeat center center; background-size:cover;,"
40


Anwar Jibawi, 31

YouTube Star

"
1621,background: url(https://www.famousbirthdays.com/thumbnails/mitchell-maia-medium.jpg) no-repeat center center; background-size:cover;,"
41


Jesy Nelson, 31

Pop Singer

"
1622,background: url(https://www.famousbirthdays.com/thumbnails/lerone-tobi-medium.jpg) no-repeat center center; background-size:cover;,"
42


Leigh-Anne Pinnock, 31

Pop Singer

"
1623,background: url(https://www.famousbirthdays.com/thumbnails/chiswell-jasmine-medium.jpg) no-repeat center center; background-size:cover;,"
43


Moneybagg Yo, 31

Rapper

"
1624,background: url(https://www.famousbirthdays.com/thumbnails/iu-medium.jpg) no-repeat center center; background-size:cover;,"
44


Bonnie Wright, 31

Movie Actress

"
1625,background: url(https://www.famousbirthdays.com/thumbnails/rapper-chance-medium.jpg) no-repeat center center; background-size:cover;,"
45


Shailene Woodley, 31

Movie Actress

"
1626,background: url(https://www.famousbirthdays.com/thumbnails/ballerini-kelsea-medium.jpg) no-repeat center center; background-size:cover;,"
46


Brandon Farris, 31

Facebook Star

"
1627,background: url(https://www.famousbirthdays.com/thumbnails/monaghan-cameron-medium.jpg) no-repeat center center; background-size:cover;,"
47


Emily Ratajkowski, 31

Model

"
1628,background: url(https://www.famousbirthdays.com/thumbnails/english-desmond-medium.jpg) no-repeat center center; background-size:cover;,"
48


Ellie Mecham, 31

YouTube Star

"
1629,background: url(https://www.famousbirthdays.com/thumbnails/tiller-bryson-medium.jpg) no-repeat center center; background-size:cover;,1991 Movies
1630,background: url(https://www.famousbirthdays.com/thumbnails/london-kristopher-medium.jpg) no-repeat center center; background-size:cover;,1991 Shows
1631,background: url(https://www.famousbirthdays.com/thumbnails/hussar-heath-medium.jpg) no-repeat center center; background-size:cover;,Died in 1991
1632,background: url(https://www.famousbirthdays.com/thumbnails/bieber-justin-medium.jpg) no-repeat center center; background-size:cover;,"
1


Neymar, 30

Soccer Player

"
1633,background: url(https://www.famousbirthdays.com/thumbnails/styles-harry-medium.jpg) no-repeat center center; background-size:cover;,"
2


Selena Gomez, 30

Pop Singer

"
1634,background: url(https://www.famousbirthdays.com/thumbnails/dallas-cameron-medium.jpg) no-repeat center center; background-size:cover;,"
3


Cardi B, 30

Rapper

"
1635,background: url(https://www.famousbirthdays.com/thumbnails/arsement-preston-medium.jpg) no-repeat center center; background-size:cover;,"
4


SSSniperWolf, 30

YouTube Star

"
1636,background: url(https://www.famousbirthdays.com/thumbnails/bad-bunny-medium.jpg) no-repeat center center; background-size:cover;,"
5


Cole Sprouse, 30

TV Actor

"
1637,background: url(https://www.famousbirthdays.com/thumbnails/namjoon-kim-medium.jpg) no-repeat center center; background-size:cover;,"
6


Miley Cyrus, 30

Pop Singer

"
1638,background: url(https://www.famousbirthdays.com/thumbnails/lil-baby-medium.jpg) no-repeat center center; background-size:cover;,"
7


Demi Lovato, 30

Pop Singer

"
1639,background: url(https://www.famousbirthdays.com/thumbnails/king-von-medium.jpg) no-repeat center center; background-size:cover;,"
8


Austin McBroom, 30

Instagram Star

"
1640,background: url(https://www.famousbirthdays.com/thumbnails/gutowski-eva-medium.jpg) no-repeat center center; background-size:cover;,"
9


Erika Costell, 30

Model

"
1641,background: url(https://www.famousbirthdays.com/thumbnails/dennis-duke-medium.jpg) no-repeat center center; background-size:cover;,"
10


CoryxKenshin, 30

YouTube Star

"
1642,background: url(https://www.famousbirthdays.com/thumbnails/lazarbeam-medium.jpg) no-repeat center center; background-size:cover;,"
11


Hannah Stocking, 30

Instagram Star

"
1643,background: url(https://www.famousbirthdays.com/thumbnails/hoseok-jung-medium.jpg) no-repeat center center; background-size:cover;,"
12


Nick Jonas, 30

Pop Singer

"
1644,background: url(https://www.famousbirthdays.com/thumbnails/mendes-camila-medium.jpg) no-repeat center center; background-size:cover;,"
13


Joe Keery, 30

TV Actor

"
1645,background: url(https://www.famousbirthdays.com/thumbnails/frangipane-ashley-medium.jpg) no-repeat center center; background-size:cover;,"
14


Lil Durk, 30

Rapper

"
1646,background: url(https://www.famousbirthdays.com/thumbnails/einstein-alex-medium.jpg) no-repeat center center; background-size:cover;,"
15


Marshmello, 30

DJ

"
1647,background: url(https://www.famousbirthdays.com/thumbnails/elizabeth-moriah-medium.jpg) no-repeat center center; background-size:cover;,"
16


21 Savage, 30

Rapper

"
1648,background: url(https://www.famousbirthdays.com/thumbnails/doohan-hunter-medium.jpg) no-repeat center center; background-size:cover;,"
17


Chase Stokes, 30

TV Actor

"
1649,background: url(https://www.famousbirthdays.com/thumbnails/mrcrainer-medium.jpg) no-repeat center center; background-size:cover;,"
18


LDShadowLady, 30

YouTube Star

"
1650,background: url(https://www.famousbirthdays.com/thumbnails/gonzalez-danny-medium.jpg) no-repeat center center; background-size:cover;,"
19


Miniminter, 30

YouTube Star

"
1651,background: url(https://www.famousbirthdays.com/thumbnails/garcia-karina-medium.jpg) no-repeat center center; background-size:cover;,"
20


Nikocado Avocado, 30

YouTube Star

"
1652,background: url(https://www.famousbirthdays.com/thumbnails/quinn-joseph-medium.jpg) no-repeat center center; background-size:cover;,"
21


Jin, 30

Pop Singer

"
1653,background: url(https://www.famousbirthdays.com/thumbnails/thirtyacre-logan-medium.jpg) no-repeat center center; background-size:cover;,"
22


Jc Caylen, 30

YouTube Star

"
1654,background: url(https://www.famousbirthdays.com/thumbnails/petsch-madelaine-medium.jpg) no-repeat center center; background-size:cover;,"
23


Mac Miller (1992-2018)

Rapper

"
1655,background: url(https://www.famousbirthdays.com/thumbnails/finn-caleb-medium.jpg) no-repeat center center; background-size:cover;,"
24


Sam Smith, 30

Pop Singer

"
1656,background: url(https://www.famousbirthdays.com/thumbnails/ball-kirshnik-medium.jpg) no-repeat center center; background-size:cover;,"
25


Taylor Lautner, 30

Movie Actor

"
1657,background: url(https://www.famousbirthdays.com/thumbnails/lee-caspar-medium.jpg) no-repeat center center; background-size:cover;,"
26


Dylan Sprouse, 30

TV Actor

"
1658,background: url(https://www.famousbirthdays.com/thumbnails/irwin-ashton-medium.jpg) no-repeat center center; background-size:cover;,"
27


Jennette McCurdy, 30

TV Actress

"
1659,background: url(https://www.famousbirthdays.com/thumbnails/max-ava-medium.jpg) no-repeat center center; background-size:cover;,"
28


Valkyrae, 31

YouTube Star

"
1660,background: url(https://www.famousbirthdays.com/thumbnails/stewart-booboo-medium.jpg) no-repeat center center; background-size:cover;,"
29


Evan Fong, 30

YouTube Star

"
1661,background: url(https://www.famousbirthdays.com/thumbnails/grimmie-christina-medium.jpg) no-repeat center center; background-size:cover;,"
30


Damien Prince, 30

YouTube Star

"
1662,background: url(https://www.famousbirthdays.com/thumbnails/barnhart-brianna-medium.jpg) no-repeat center center; background-size:cover;,"
31


Odell Beckham Jr., 30

Football Player

"
1663,background: url(https://www.famousbirthdays.com/thumbnails/rodr--guez-georgina-medium.jpg) no-repeat center center; background-size:cover;,"
32


Zane Hijazi, 30

YouTube Star

"
1664,background: url(https://www.famousbirthdays.com/thumbnails/montgomery-dacre-medium.jpg) no-repeat center center; background-size:cover;,"
33


Cara Delevingne, 30

Model

"
1665,background: url(https://www.famousbirthdays.com/thumbnails/jager-nikkie-medium.jpg) no-repeat center center; background-size:cover;,"
34


Madilyn Bailey, 30

Pop Singer

"
1666,background: url(https://www.famousbirthdays.com/thumbnails/stammer-mia-medium.jpg) no-repeat center center; background-size:cover;,"
35


Jade Thirlwall, 30

Pop Singer

"
1667,background: url(https://www.famousbirthdays.com/thumbnails/sharer-lizzy-medium.jpg) no-repeat center center; background-size:cover;,"
36


Josh Zerker, 30

YouTube Star

"
1668,background: url(https://www.famousbirthdays.com/thumbnails/heaton-charlie-medium.jpg) no-repeat center center; background-size:cover;,"
37


Kyrie Irving, 30

Basketball Player

"
1669,background: url(https://www.famousbirthdays.com/thumbnails/fisher-jordan-medium.jpg) no-repeat center center; background-size:cover;,"
38


Scotty Sire, 30

YouTube Star

"
1670,background: url(https://www.famousbirthdays.com/thumbnails/antetokounmpo-giannis-medium.jpg) no-repeat center center; background-size:cover;,"
39


Tory Lanez, 30

Rapper

"
1671,background: url(https://www.famousbirthdays.com/thumbnails/benjamin-alec-medium.jpg) no-repeat center center; background-size:cover;,"
40


Rudy Mancuso, 30

YouTube Star

"
1672,background: url(https://www.famousbirthdays.com/thumbnails/arias-juan-medium.jpg) no-repeat center center; background-size:cover;,"
41


Josh Hutcherson, 30

Movie Actor

"
1673,background: url(https://www.famousbirthdays.com/thumbnails/outlet-natalies-medium.jpg) no-repeat center center; background-size:cover;,"
42


Mohamed Salah, 30

Soccer Player

"
1674,background: url(https://www.famousbirthdays.com/thumbnails/conte-gabriel-medium.jpg) no-repeat center center; background-size:cover;,"
43


Sasha Banks, 30

Wrestler

"
1675,background: url(https://www.famousbirthdays.com/thumbnails/wang-jackson-medium.jpg) no-repeat center center; background-size:cover;,"
44


Bridgit Mendler, 30

TV Actress

"
1676,background: url(https://www.famousbirthdays.com/thumbnails/conner-kurtis-medium.jpg) no-repeat center center; background-size:cover;,"
45


TypicalGamer, 30

YouTube Star

"
1677,background: url(https://www.famousbirthdays.com/thumbnails/muselk-medium.jpg) no-repeat center center; background-size:cover;,"
46


DcYoungFly, 30

Rapper

"
1678,background: url(https://www.famousbirthdays.com/thumbnails/wilson-domo-medium.jpg) no-repeat center center; background-size:cover;,"
47


PaintingRainbows, 30

YouTube Star

"
