"Year","Sex","Rank","Name","Count","Data_Revision_Date"
2020,Female,10,AMELIA,1255,11/07/2022
2020,Female,11,EMILY,1249,11/07/2022
2020,Female,12,AVA,1230,11/07/2022
2020,Female,13,CHARLOTTE,1182,11/07/2022
2020,Female,14,ABIGAIL,1067,11/07/2022
2020,Female,15,VICTORIA,1041,11/07/2022
2020,Female,16,EVELYN,1017,11/07/2022
2020,Female,17,MILA,1008,11/07/2022
2020,Female,18,PENELOPE,969,11/07/2022
2020,Female,19,ARIA,935,11/07/2022
2020,Female,20,NATALIA,854,11/07/2022
2020,Female,21,CHLOE,814,11/07/2022
2020,Female,22,SCARLETT,813,11/07/2022
2020,Female,23,ELLA,810,11/07/2022
2020,Female,24,ZOE,783,11/07/2022
2020,Female,25,LAYLA,745,11/07/2022
2020,Male,1,NOAH,2640,11/07/2022
2020,Male,2,LIAM,2429,11/07/2022
2020,Male,3,MATEO,2078,11/07/2022
2020,Male,4,SEBASTIAN,2000,11/07/2022
2020,Male,5,JULIAN,1688,11/07/2022
2020,Male,6,ETHAN,1657,11/07/2022
2020,Male,7,BENJAMIN,1648,11/07/2022
2020,Male,8,ELIJAH,1595,11/07/2022
2020,Male,9,ALEXANDER,1591,11/07/2022
2020,Male,10,OLIVER,1541,11/07/2022
2020,Male,11,DANIEL,1490,11/07/2022
2020,Male,12,LUCAS,1355,11/07/2022
2020,Male,13,MATTHEW,1345,11/07/2022
2020,Male,14,JACOB,1303,11/07/2022
2020,Male,15,AIDEN,1273,11/07/2022
2020,Male,16,SANTIAGO,1215,11/07/2022
2020,Male,17,JAYDEN,1206,11/07/2022
2020,Male,18,DAVID,1165,11/07/2022
2020,Male,19,JAMES,1156,11/07/2022
2020,Male,20,LOGAN,1153,11/07/2022
2020,Male,21,EZEKIEL,1141,11/07/2022
2020,Male,22,NATHAN,1099,11/07/2022
2020,Male,23,ADRIAN,1093,11/07/2022
2020,Male,24,DYLAN,1085,11/07/2022
2020,Male,25,MICHAEL,1077,11/07/2022
2021,Female,1,OLIVIA,2411,11/07/2022
2021,Female,2,EMMA,2182,11/07/2022
2021,Female,3,CAMILA,2076,11/07/2022
2021,Female,4,MIA,2039,11/07/2022
2021,Female,5,SOPHIA,1821,11/07/2022
2021,Female,6,ISABELLA,1662,11/07/2022
2021,Female,7,LUNA,1466,11/07/2022
2021,Female,8,AMELIA,1375,11/07/2022
2021,Female,9,SOFIA,1316,11/07/2022
2021,Female,10,GIANNA,1292,11/07/2022
2021,Female,11,AVA,1269,11/07/2022
2021,Female,12,CHARLOTTE,1145,11/07/2022
2021,Female,13,EMILY,1098,11/07/2022
2021,Female,14,MILA,1072,11/07/2022
2021,Female,15,ARIA,1002,11/07/2022
2021,Female,16,EVELYN,971,11/07/2022
2021,Female,17,NATALIA,952,11/07/2022
2021,Female,18,VICTORIA,942,11/07/2022
2021,Female,19,ABIGAIL,926,11/07/2022
2021,Female,20,PENELOPE,911,11/07/2022
2021,Female,21,SCARLETT,833,11/07/2022
2021,Female,22,CHLOE,784,11/07/2022
2021,Female,23,LAYLA,780,11/07/2022
2021,Female,24,MAYA,776,11/07/2022
2021,Female,25,ZOE,770,11/07/2022
2021,Male,1,NOAH,2621,11/07/2022
2021,Male,2,LIAM,2487,11/07/2022
2021,Male,3,MATEO,2125,11/07/2022
2021,Male,4,SEBASTIAN,2056,11/07/2022
2021,Male,5,JULIAN,1733,11/07/2022
2021,Male,6,BENJAMIN,1617,11/07/2022
2021,Male,7,OLIVER,1534,11/07/2022
2021,Male,8,ELIJAH,1515,11/07/2022
2021,Male,9,ALEXANDER,1495,11/07/2022
2021,Male,10,DANIEL,1440,11/07/2022
2021,Male,11,ETHAN,1419,11/07/2022
2021,Male,12,LUCAS,1382,11/07/2022
2021,Male,13,EZEKIEL,1284,11/07/2022
2021,Male,14,SANTIAGO,1264,11/07/2022
2021,Male,15,AIDEN,1241,11/07/2022
2021,Male,16,JACOB,1222,11/07/2022
2021,Male,17,MATTHEW,1181,11/07/2022
2021,Male,18,JAMES,1168,11/07/2022
2021,Male,19,EZRA,1134,11/07/2022
2021,Male,20,LEVI,1097,11/07/2022
2021,Male,21,MICHAEL,1093,11/07/2022
2021,Male,22,JAYDEN,1092,11/07/2022
2021,Male,23,LEO,1084,11/07/2022
2021,Male,24,DAVID,1074,11/07/2022
2021,Male,25,ADRIAN,1067,11/07/2022
